fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,wine_type,quality_score
8.32,0.426,0.34,0.49,0.016,13.2,12.9,0.99744,3.64,0.89,10.4,red,9.0
8.23,0.364,0.34,0.91,0.018,23.7,22.0,0.99717,3.3,0.58,13.4,red,9.0
7.42,1.003,0.21,2.55,0.0357,23.0,17.6,0.99857,3.38,0.81,14.5,red,9.0
5.62,0.513,0.05,2.16,0.1666,19.0,64.6,1.00062,3.28,0.93,11.9,red,9.0
6.4,0.407,0.08,5.08,0.0167,28.3,67.0,0.99756,3.55,0.6,12.8,white,9.0
9.52,0.657,0.48,3.92,0.1565,2.2,42.1,0.99757,3.31,0.47,10.2,red,7.9
7.78,0.521,0.13,8.43,0.0375,16.5,35.0,0.99884,3.36,0.46,14.7,red,9.0
7.17,0.335,0.19,2.27,0.0233,8.5,10.9,0.9951,3.18,0.51,10.2,red,9.0
5.91,0.617,0.05,3.0,0.1068,36.7,57.4,0.99663,3.57,0.25,14.2,white,9.0
5.38,0.376,0.04,4.92,0.1466,13.2,7.5,0.99623,3.34,0.62,14.4,red,8.9
7.1,0.814,0.12,4.58,0.0107,23.7,72.1,0.9976,3.58,0.77,13.1,red,8.5
9.81,0.619,0.59,3.17,0.0828,26.4,65.6,0.99743,3.22,0.7,13.7,red,9.0
7.35,0.48,0.4,1.73,0.1428,12.0,84.9,1.00052,3.24,0.6,11.4,red,9.0
8.98,0.55,0.17,0.8,0.1298,25.7,48.2,1.0,3.23,0.51,14.4,red,9.0
7.27,0.693,0.48,5.24,0.0144,26.8,29.4,0.99397,3.27,0.56,13.2,white,9.0
9.39,0.563,0.24,3.75,0.0774,24.2,60.7,0.99771,3.41,0.71,10.5,red,9.0
7.7,0.912,0.53,4.55,0.0114,10.4,72.2,0.99842,3.0,0.8,8.6,red,6.2
6.21,0.734,0.69,0.38,0.1046,0.9,8.4,0.99717,3.3,0.41,11.9,red,7.6
7.84,0.618,0.47,0.95,0.0948,38.4,44.2,0.99597,3.19,0.69,13.9,red,9.0
11.42,0.361,0.29,1.38,0.1136,12.8,55.2,0.99976,3.18,0.71,14.0,red,9.0
11.34,0.504,0.4,4.56,0.0421,26.4,62.3,0.99766,3.38,0.5,13.8,red,9.0
9.13,0.616,0.27,5.58,0.0541,11.0,34.9,0.99491,3.36,0.75,9.8,red,8.1
8.07,0.382,0.08,0.84,0.1335,37.9,67.3,0.99895,3.44,0.82,11.2,red,9.0
8.82,0.763,0.15,2.9,0.1355,10.7,14.9,0.99794,3.37,0.56,12.4,red,8.6
8.84,0.355,0.09,0.2,0.1656,17.0,112.9,0.99571,3.34,0.51,12.7,white,9.0
8.23,0.415,0.14,1.32,0.1538,40.3,26.0,0.99547,3.23,1.03,10.6,red,9.0
9.05,0.429,0.61,1.67,0.0095,0.9,59.9,0.99541,3.17,0.8,12.9,red,9.0
8.65,0.664,0.48,3.63,0.1445,28.6,28.3,0.99937,3.4,0.69,12.2,white,9.0
7.76,0.385,0.35,5.56,0.0854,15.6,49.7,0.99818,3.27,0.55,12.1,red,8.8
6.27,0.206,0.42,1.03,0.1212,23.3,11.0,0.99891,3.37,0.53,12.7,red,9.0
7.52,0.726,0.09,1.88,0.0711,12.2,81.9,0.99741,3.31,0.76,12.3,red,9.0
9.66,0.45,0.41,2.61,0.044,33.1,19.6,0.99564,3.0,0.52,9.5,red,8.1
8.25,0.338,0.45,1.0,0.0736,7.4,49.2,0.99541,3.38,0.51,14.1,red,7.5
8.81,0.394,0.16,10.59,0.09,16.3,44.4,0.99915,3.22,0.64,10.0,red,8.2
7.82,0.839,0.42,5.21,0.1006,25.7,23.4,0.99789,3.44,0.77,13.2,red,7.2
6.5,0.412,0.0,0.88,0.1328,7.3,37.2,0.99647,3.03,0.96,9.5,red,9.0
7.89,0.508,0.1,1.77,0.0382,17.2,81.4,0.99704,3.59,0.7,12.7,white,8.4
6.56,0.45,0.52,0.66,0.0341,5.1,51.3,0.999,3.22,0.52,14.2,red,9.0
6.45,0.308,0.08,1.81,0.0104,11.7,10.8,0.99813,3.38,0.61,8.5,red,7.0
10.35,0.396,0.13,2.87,0.0766,43.5,16.4,0.99682,3.2,0.88,14.8,red,9.0
7.59,0.296,0.46,0.22,0.0459,30.0,35.9,0.99691,3.22,0.86,8.6,white,8.5
7.04,0.702,0.21,5.1,0.0714,22.9,43.8,0.99582,3.41,0.87,8.5,red,7.5
11.05,0.548,0.24,2.25,0.0882,19.8,39.4,0.99705,3.28,0.83,14.0,red,9.0
9.69,0.977,0.23,11.42,0.0032,0.5,94.0,0.99642,3.29,0.99,13.0,white,7.7
7.67,0.402,0.34,0.06,0.0609,13.9,8.4,0.9969,3.44,0.7,9.1,red,8.3
9.03,0.375,0.23,4.45,0.104,25.6,53.5,0.99592,3.34,0.79,14.5,white,9.0
7.9,0.806,0.29,3.93,0.0902,11.3,67.7,0.99432,3.38,0.52,12.8,red,8.9
7.12,0.72,0.17,0.36,0.0694,19.7,67.0,0.99891,3.22,0.7,9.1,white,7.8
9.11,0.599,0.34,1.02,0.0853,5.4,75.9,0.99815,3.41,0.71,14.0,red,9.0
7.75,0.33,0.33,5.4,0.0742,4.5,50.3,0.99647,3.33,0.79,11.5,red,8.8
8.43,0.844,0.63,1.83,0.0402,39.9,54.6,0.99636,3.37,0.55,10.2,red,8.2
10.04,0.517,0.2,1.28,0.0322,38.3,35.6,0.99422,3.36,0.39,13.8,red,9.0
9.85,0.452,0.24,5.9,0.2133,15.0,3.2,0.99913,3.48,0.56,13.2,white,9.0
7.36,0.736,0.32,0.24,0.1165,7.7,57.3,0.99951,3.39,0.84,12.4,red,9.0
9.13,0.526,0.45,1.6,0.1378,6.0,33.3,0.99682,3.14,0.62,14.2,red,9.0
6.38,0.32,0.06,2.64,0.1154,20.1,22.0,0.99765,3.22,0.74,14.0,red,9.0
9.07,0.537,0.29,2.34,0.1525,36.2,58.8,0.99502,3.34,0.56,9.9,red,8.9
8.55,0.389,0.21,0.77,0.1139,8.6,61.7,0.99717,3.37,0.84,14.1,red,9.0
8.94,0.012,0.22,2.07,0.0119,18.0,23.3,0.99562,3.11,0.64,10.8,red,9.0
7.79,0.371,0.47,3.08,0.0476,17.5,54.7,0.99563,3.16,0.64,11.2,red,9.0
11.84,0.435,0.13,2.2,0.0981,33.4,43.8,0.99642,3.47,0.89,14.7,red,9.0
6.77,0.322,0.3,2.88,0.0968,18.8,52.7,0.99615,3.6,0.93,13.3,red,8.8
9.95,0.634,0.17,0.74,0.0932,1.2,87.7,0.99674,3.06,0.89,10.5,white,9.0
6.55,0.39,0.11,4.47,0.0346,23.8,61.1,0.99911,3.35,0.6,12.6,red,9.0
9.16,0.616,0.45,1.49,0.0606,17.7,58.6,0.99278,3.32,0.56,11.9,white,9.0
9.28,0.308,0.07,10.9,0.0986,6.8,17.4,0.99593,3.46,0.51,9.2,white,7.4
8.39,0.694,0.33,0.06,0.0887,27.0,22.0,0.99826,3.38,0.41,14.2,red,8.5
7.46,0.3,0.33,1.2,0.1234,12.6,62.3,0.99739,3.43,0.5,13.7,red,9.0
8.54,0.109,0.11,0.5,0.0365,19.4,5.7,0.99544,2.97,0.52,13.5,red,8.2
8.75,0.753,0.3,2.03,0.1098,17.4,34.8,1.00121,3.31,0.45,12.0,red,7.4
11.34,0.376,0.09,0.7,0.0601,12.8,21.4,1.00239,3.17,0.4,9.8,red,8.9
6.82,0.846,0.37,3.34,0.0703,7.4,41.8,0.99697,3.18,0.44,14.1,red,9.0
7.35,0.632,0.02,5.34,0.0844,21.8,39.4,0.99502,3.13,0.65,10.7,red,9.0
8.78,0.672,0.21,0.59,0.0056,3.1,50.8,0.9965,3.34,0.73,8.5,red,7.6
7.86,0.718,0.22,0.44,0.093,25.6,61.8,0.99475,3.36,0.72,14.8,red,9.0
8.13,0.55,0.48,5.21,0.1461,6.9,78.3,0.9978,3.4,0.57,14.0,red,8.9
10.12,0.552,0.3,1.12,0.0298,3.7,80.8,0.99815,3.25,0.6,12.4,red,9.0
3.51,0.761,0.45,1.43,0.1743,30.6,38.7,0.99897,3.52,0.72,8.5,white,7.6
7.28,0.55,0.38,0.62,0.0566,16.9,27.1,0.9978,3.17,0.69,9.9,red,7.3
5.34,0.399,0.37,1.38,0.1147,4.1,20.6,0.99746,3.1,0.76,11.3,red,9.0
6.27,0.635,0.21,0.66,0.0248,15.8,35.9,0.99498,3.34,0.5,12.5,white,8.1
12.39,0.15,0.46,2.74,0.1885,22.3,14.0,0.99456,3.21,0.95,13.0,red,9.0
9.32,0.768,0.2,1.73,0.0372,22.6,62.0,0.99296,3.39,0.77,13.5,red,9.0
9.92,0.771,0.06,3.88,0.0967,7.8,80.2,0.99716,3.21,0.79,12.0,white,8.6
8.16,0.746,0.23,0.94,0.0618,9.3,3.7,0.99873,3.22,0.48,12.7,red,9.0
9.59,0.739,0.36,1.76,0.0847,17.6,46.8,0.9993,3.21,0.48,13.7,red,8.9
5.3,0.515,0.04,0.75,0.0923,26.8,97.7,0.99868,3.2,0.54,13.1,red,9.0
10.07,0.511,0.1,6.81,0.0717,2.1,2.2,0.99627,3.31,0.79,14.6,white,8.9
6.91,0.309,0.04,1.85,0.055,2.7,95.1,1.00072,3.35,0.46,14.1,red,7.0
7.4,0.845,0.42,0.48,0.0848,30.3,18.2,0.9951,3.2,0.74,9.5,red,7.8
9.16,0.443,0.59,0.8,0.0838,28.7,26.5,0.99501,3.13,0.91,14.6,white,9.0
8.84,0.591,0.23,0.22,0.1022,6.0,66.8,0.99853,3.38,0.54,9.7,red,7.4
8.44,0.576,0.37,0.07,0.1098,11.8,63.2,0.99981,3.37,0.5,14.8,white,8.9
5.98,0.289,0.37,1.87,0.1251,38.0,43.0,1.00059,3.42,0.54,13.0,red,9.0
8.47,0.216,0.57,1.03,0.1134,25.1,21.4,0.99899,3.15,0.63,12.5,red,9.0
9.93,0.531,0.15,8.29,0.0932,15.4,5.6,0.99847,3.19,0.82,10.5,red,8.9
7.39,0.448,0.23,0.47,0.0749,27.9,44.0,0.99863,3.43,0.83,9.3,red,8.2
10.54,0.514,0.21,3.95,0.015,10.8,39.5,0.99644,3.44,0.8,9.2,red,8.5
6.82,0.722,0.28,0.95,0.0943,17.6,20.4,0.9954,3.25,0.33,14.0,red,9.0
8.31,0.57,0.75,0.63,0.1384,12.6,38.1,0.99755,3.17,0.63,11.2,red,9.0
10.91,0.667,0.28,8.74,0.0509,23.3,54.8,0.99361,3.2,0.51,12.0,red,8.1
7.14,0.61,0.11,4.06,0.0556,23.3,81.7,0.99638,3.17,0.73,14.5,white,8.5
10.09,0.473,0.05,2.49,0.1484,18.2,52.9,0.99594,3.43,0.81,10.1,red,8.9
11.66,0.35,0.51,2.99,0.1637,21.2,40.7,0.99817,3.42,0.58,13.4,red,8.1
8.59,0.578,0.11,11.88,0.0478,27.8,19.4,0.99744,3.32,0.99,11.5,red,9.0
7.4,0.545,0.4,2.25,0.2069,20.8,22.0,0.99997,3.21,0.51,9.8,red,8.4
6.99,0.695,0.14,0.27,0.1066,18.3,53.6,0.99864,3.18,0.75,13.9,white,9.0
10.52,0.503,0.03,0.17,0.1304,20.4,55.4,0.99572,3.22,1.02,12.8,white,9.0
10.47,0.476,0.38,2.75,0.0704,28.6,39.2,0.99835,3.18,0.82,9.0,white,8.3
10.76,0.489,0.15,2.68,0.0991,6.2,76.3,0.99355,3.34,0.76,11.9,white,9.0
8.24,0.365,0.35,3.45,0.107,20.3,48.4,0.99846,3.42,0.63,13.9,white,9.0
10.06,0.79,0.36,0.29,0.0447,3.9,30.5,0.99551,3.43,0.76,8.8,red,7.7
8.22,0.735,0.37,7.25,0.1647,12.9,24.9,0.99578,3.18,0.57,11.1,red,8.1
6.8,0.312,0.22,2.0,0.0852,35.7,22.7,0.99969,3.22,0.85,13.6,red,9.0
10.21,0.675,0.4,2.62,0.0635,7.6,62.3,0.99778,3.23,0.54,14.0,red,9.0
11.08,0.198,0.09,0.09,0.0325,1.2,26.1,0.99661,3.46,0.62,13.4,red,9.0
6.56,0.707,0.2,8.11,0.1134,6.0,50.0,0.99903,3.11,0.52,10.4,red,9.0
6.53,0.405,0.4,2.07,0.099,23.4,18.6,0.99995,3.31,0.6,11.7,red,8.5
8.37,0.595,0.3,2.07,0.0411,14.5,41.0,0.995,3.18,0.58,13.2,red,9.0
9.93,0.183,0.15,7.19,0.0936,5.3,44.7,0.99557,3.28,0.32,9.4,red,9.0
6.37,0.314,0.01,6.63,0.1099,28.6,124.3,0.99862,3.41,0.67,12.3,red,9.0
8.69,0.614,0.12,0.62,0.0684,20.4,3.5,0.99761,3.26,0.58,13.1,white,9.0
7.3,0.404,0.28,6.69,0.1046,3.8,73.1,0.99328,3.2,0.44,13.9,red,9.0
9.49,0.379,0.58,3.34,0.0872,13.6,21.2,1.00057,3.42,0.54,9.1,red,7.8
6.94,0.781,0.24,0.05,0.0767,38.3,90.9,0.99604,3.33,0.72,10.5,red,7.6
9.61,0.928,0.2,0.69,0.0419,12.6,23.5,0.99499,3.38,0.36,11.9,white,8.2
8.03,0.699,0.27,1.33,0.0964,1.9,80.6,0.99702,3.35,0.63,13.0,white,9.0
6.71,0.333,0.68,2.19,0.0105,20.8,53.8,0.9988,3.13,0.85,13.1,white,9.0
8.41,0.847,0.41,3.02,0.1546,19.9,2.7,0.99927,3.51,0.59,10.0,red,7.9
5.01,0.249,0.09,0.59,0.1428,29.9,53.0,0.99711,3.28,0.91,8.5,red,8.7
7.35,0.475,0.28,4.53,0.0388,11.8,63.5,1.00207,3.44,0.84,12.9,white,8.7
8.87,0.54,0.33,4.67,0.0194,20.5,65.8,1.00265,3.26,0.72,14.3,red,9.0
5.29,0.876,0.07,2.52,0.142,18.5,38.7,0.9979,3.39,0.66,13.6,red,7.9
3.93,0.694,0.41,6.35,0.0792,15.8,131.9,0.99688,3.46,0.66,12.4,red,9.0
4.32,0.447,0.11,4.19,0.0898,19.3,110.5,0.99633,3.44,0.74,14.8,white,9.0
10.56,0.36,0.02,0.63,0.0881,22.2,57.6,0.99669,3.33,1.0,11.2,red,9.0
8.17,0.71,0.28,4.01,0.0252,21.7,3.2,0.99999,3.26,0.75,11.8,white,8.8
7.39,0.434,0.25,7.65,0.1239,25.5,13.6,0.99767,3.1,0.91,8.5,red,7.4
9.91,0.569,0.27,0.37,0.1081,8.0,37.7,0.99874,3.12,0.46,14.5,white,9.0
7.61,0.283,0.12,9.62,0.0879,0.2,43.3,0.99839,3.48,0.57,12.2,red,9.0
8.76,0.632,0.15,0.06,0.0196,18.1,19.3,0.99821,3.19,0.66,10.9,red,8.5
8.34,0.618,0.48,1.85,0.1107,17.1,28.6,0.99918,3.43,0.89,8.7,red,7.9
7.5,0.307,0.35,3.72,0.1048,5.2,18.9,0.99866,3.45,0.36,10.8,red,7.4
8.8,0.716,0.09,3.91,0.0826,12.4,24.6,0.99795,3.38,1.17,8.4,red,8.4
9.61,0.63,0.1,3.32,0.1324,7.2,47.0,1.00069,3.37,0.66,10.5,white,8.8
7.99,0.663,0.1,1.88,0.1401,22.1,98.9,0.99436,3.14,0.86,14.6,red,9.0
7.52,0.462,0.3,2.63,0.1028,6.5,4.5,0.99757,3.11,0.66,9.4,red,8.1
7.72,0.562,0.15,3.01,0.0159,18.2,39.5,0.99594,3.21,0.52,11.9,red,7.7
4.39,0.541,0.14,1.71,0.0275,26.7,45.9,0.99884,3.56,0.95,9.6,white,8.6
8.78,0.503,0.16,2.26,0.0542,6.8,58.8,0.99373,3.52,0.63,13.5,white,9.0
6.24,0.561,0.26,4.68,0.0753,1.8,29.7,0.99747,3.32,0.54,12.1,red,7.1
9.37,0.756,0.42,0.94,0.1266,7.9,10.3,0.99796,3.5,0.73,9.7,red,8.1
8.15,0.723,0.27,1.85,0.1025,6.8,67.7,0.99945,3.17,0.76,14.0,red,9.0
8.48,0.317,0.28,0.02,0.0792,16.3,17.8,0.99615,3.25,0.72,13.5,red,9.0
9.49,0.707,0.23,2.91,0.1166,2.0,59.1,1.00258,3.55,0.73,14.6,red,9.0
6.72,0.744,0.18,0.54,0.0506,32.8,20.1,0.99583,3.63,0.72,8.4,white,8.6
8.93,0.503,0.44,1.64,0.1165,2.7,54.5,0.99472,3.43,0.87,11.4,red,9.0
8.75,0.622,0.41,0.59,0.0977,1.7,84.7,0.99821,3.07,0.67,14.9,red,9.0
7.99,0.619,0.66,0.06,0.1116,16.5,23.9,0.99674,3.51,0.55,13.7,red,8.0
6.72,0.377,0.39,1.65,0.1268,14.6,34.4,1.00068,3.27,0.78,13.8,red,9.0
9.31,0.461,0.18,1.38,0.0848,30.3,32.7,0.99382,3.42,0.24,12.4,white,9.0
9.5,0.665,0.1,1.38,0.0066,13.0,121.5,0.99707,3.32,0.76,13.0,red,9.0
8.49,0.441,0.45,0.59,0.056,12.9,42.3,0.99864,3.46,0.92,13.6,red,9.0
6.48,0.706,0.12,7.35,0.1237,22.7,40.8,0.99567,3.32,0.79,9.0,white,8.9
7.4,0.765,0.42,0.01,0.0605,25.8,43.7,0.99422,3.72,0.39,12.9,red,9.0
8.2,0.736,0.13,5.55,0.0558,4.5,91.0,0.9999,3.45,0.91,13.7,red,9.0
9.47,0.886,0.34,3.34,0.0899,16.6,25.5,0.99532,3.12,0.57,8.7,white,7.2
5.61,0.514,0.07,0.47,0.1384,38.5,72.6,0.99909,3.06,0.69,10.3,red,9.0
7.34,0.562,0.42,1.6,0.1085,9.4,21.5,0.99515,3.06,0.88,10.5,red,8.8
7.62,0.588,0.04,11.24,0.1688,17.5,19.2,0.99636,3.4,0.55,14.0,red,9.0
8.16,0.519,0.32,2.58,0.1059,26.6,58.7,0.99851,3.45,0.68,13.5,red,9.0
6.09,0.628,0.23,0.34,0.1041,21.0,86.4,0.99771,2.92,0.44,12.7,white,9.0
7.93,0.222,0.29,1.53,0.076,4.9,33.9,0.99514,3.49,0.63,13.6,red,9.0
7.77,0.567,0.19,1.58,0.0141,15.2,33.7,0.99806,3.36,0.46,11.3,red,9.0
6.54,0.282,0.19,4.05,0.0939,2.9,67.4,0.99266,3.55,0.74,14.1,white,9.0
8.1,0.357,0.3,6.2,0.089,4.7,46.1,0.9946,3.16,0.41,9.9,red,8.5
7.38,0.662,0.08,0.21,0.1182,27.5,68.9,1.00049,3.35,0.64,13.0,red,7.8
9.14,0.494,0.08,0.94,0.1013,24.9,7.0,0.99666,3.35,0.56,10.0,white,7.8
6.79,0.656,0.2,0.89,0.0997,34.7,12.3,0.99844,3.19,0.54,8.7,white,7.8
8.45,0.49,0.19,13.83,0.1404,25.6,44.5,0.99838,3.12,0.85,10.2,red,9.0
6.93,0.729,0.08,2.05,0.0747,14.4,61.4,0.99631,3.45,0.48,11.6,red,7.3
7.28,0.487,0.45,5.3,0.1264,5.3,42.2,0.99723,3.34,0.57,13.9,red,9.0
8.81,0.178,0.21,1.39,0.1476,30.6,49.1,0.99465,3.37,0.69,11.7,white,9.0
8.7,0.571,0.23,3.21,0.061,22.5,66.5,0.99726,3.51,0.77,9.6,red,9.0
7.59,0.14,0.02,0.84,0.0678,24.3,5.5,0.99602,3.3,0.35,14.9,red,9.0
7.84,0.269,0.66,6.07,0.0509,21.9,66.4,1.00118,3.36,0.63,10.2,red,9.0
5.83,0.371,0.73,1.52,0.0232,28.4,81.1,0.9956,3.36,0.79,14.8,red,9.0
10.68,0.349,0.12,4.07,0.1737,0.1,35.2,0.99803,3.37,0.94,14.5,red,9.0
9.47,0.432,0.5,0.74,0.2367,3.2,18.2,0.99645,3.1,0.67,11.9,white,8.6
9.41,0.342,0.25,2.96,0.0969,6.7,75.7,0.99863,3.31,0.42,9.0,white,7.5
5.59,0.277,0.57,1.3,0.0715,19.7,103.1,0.99429,3.48,0.66,12.9,red,8.2
7.29,0.808,0.33,0.08,0.1687,11.1,51.4,0.99674,3.29,0.58,13.9,red,9.0
7.73,0.408,0.29,1.33,0.1152,27.7,17.5,0.99818,3.24,0.72,11.3,red,8.7
5.02,0.128,0.2,2.0,0.0516,15.7,46.3,0.99747,3.46,0.97,10.0,white,9.0
9.81,0.465,0.1,0.41,0.0457,40.2,19.1,0.99799,3.31,0.46,13.6,white,8.5
10.77,0.328,0.27,0.51,0.1255,33.9,70.1,0.99534,3.22,0.85,11.9,white,9.0
11.81,0.371,0.31,1.56,0.105,17.4,44.8,0.99631,3.18,0.81,9.7,red,9.0
6.52,0.658,0.04,1.05,0.1397,1.6,16.0,0.99696,3.3,0.77,14.6,red,9.0
8.5,0.449,0.13,1.45,0.1201,23.1,53.1,0.99856,3.21,0.7,14.6,red,9.0
10.55,0.323,0.38,1.54,0.0296,4.2,24.9,0.99979,3.45,1.01,10.8,white,9.0
7.87,0.61,0.01,0.38,0.0506,5.7,3.2,0.99328,3.2,0.88,8.8,red,6.5
7.34,0.737,0.3,0.5,0.0457,11.8,71.5,0.99636,3.35,0.56,12.5,red,7.6
5.13,0.627,0.51,4.71,0.0972,11.6,56.3,0.99568,3.37,0.67,10.5,white,8.3
10.23,0.088,0.34,0.44,0.0812,21.7,31.1,0.99545,3.4,0.48,8.8,white,6.5
8.27,0.329,0.33,2.74,0.0656,19.3,88.4,0.99753,3.55,0.9,14.2,red,9.0
7.06,0.539,0.11,1.36,0.0724,5.3,21.9,0.99707,3.11,0.67,14.9,white,9.0
8.78,0.486,0.11,8.62,0.1187,12.8,32.2,0.99476,3.4,0.33,10.7,red,9.0
8.56,0.471,0.66,0.17,0.0785,1.6,58.8,0.99466,3.4,0.24,13.2,red,8.6
8.59,0.353,0.16,4.44,0.055,20.1,75.3,0.99792,3.15,0.57,8.8,red,7.8
7.93,0.277,0.51,1.69,0.0257,3.6,59.4,0.99482,3.35,0.52,10.8,white,7.3
11.06,0.891,0.15,0.01,0.0446,13.4,27.9,0.99561,3.25,0.58,9.1,red,7.7
8.07,0.535,0.22,0.77,0.1372,9.1,38.7,0.99885,3.52,0.62,8.8,red,8.0
11.05,0.646,0.37,1.31,0.0556,21.6,25.3,0.99734,3.22,0.88,12.2,red,8.2
9.26,0.531,0.29,0.94,0.1722,7.4,35.6,1.0001,3.28,0.9,13.6,red,9.0
8.9,0.538,0.34,1.13,0.1166,7.0,38.1,0.99679,3.25,1.04,11.3,red,9.0
8.11,0.519,0.11,6.21,0.0486,20.1,60.2,1.00147,3.18,0.95,11.8,white,8.7
9.96,0.328,0.05,1.12,0.0582,20.6,23.8,0.99663,3.08,0.77,10.2,white,7.2
8.49,0.257,0.1,1.36,0.0121,4.9,77.9,0.9994,3.19,0.42,13.2,red,8.6
6.72,0.6,0.17,3.58,0.0663,22.1,45.7,0.99532,3.33,0.8,10.7,red,9.0
6.66,0.564,0.23,3.95,0.1786,41.7,18.4,0.9957,3.35,0.39,8.8,red,7.9
9.02,0.699,0.47,0.22,0.1638,10.9,59.3,1.00038,3.43,0.72,9.5,white,7.5
6.76,0.662,0.29,3.04,0.1626,3.0,42.5,0.99561,3.47,0.41,9.2,red,8.9
8.19,0.384,0.36,1.65,0.1156,16.5,31.4,0.99657,3.37,0.99,11.2,red,9.0
10.1,0.734,0.3,0.36,0.0786,1.4,93.1,0.99568,3.43,0.73,8.8,red,7.9
8.82,0.668,0.06,0.77,0.0916,13.2,36.2,0.99925,3.39,0.62,13.6,red,9.0
7.07,0.654,0.27,0.12,0.1126,10.6,31.6,0.99458,3.14,0.58,14.3,red,9.0
10.7,0.935,0.29,1.12,0.0862,23.2,78.1,0.99961,3.37,0.65,10.0,red,7.7
9.23,0.898,0.41,0.74,0.0501,2.5,63.1,0.99749,3.31,0.54,11.6,red,8.6
10.03,0.654,0.07,1.2,0.0836,0.7,71.3,0.99737,3.23,0.6,11.8,red,9.0
4.45,0.632,0.12,2.17,0.0234,19.9,28.0,0.99688,3.31,0.32,14.8,white,9.0
8.86,0.725,0.3,3.3,0.115,21.6,53.7,0.9995,3.36,0.5,8.8,red,6.8
9.73,0.425,0.34,2.32,0.0443,6.6,0.9,0.99656,3.28,0.46,12.7,white,9.0
11.19,0.427,0.24,2.84,0.1138,31.9,16.7,0.99558,3.46,0.75,10.6,red,9.0
5.81,0.651,0.28,5.02,0.0362,25.1,27.1,0.99804,3.36,0.67,11.7,red,8.0
10.35,0.376,0.44,5.18,0.0792,8.8,48.1,0.99683,3.44,0.81,9.8,red,8.6
11.1,0.637,0.18,4.93,0.0999,16.9,125.5,1.00092,3.5,0.59,9.4,red,8.1
4.87,0.558,0.22,0.42,0.0793,4.8,87.6,0.99882,3.25,0.68,10.0,red,8.5
9.11,0.376,0.29,0.72,0.1171,23.3,10.5,0.99769,3.24,0.31,8.9,white,8.6
9.35,0.535,0.04,1.74,0.108,7.0,75.3,0.99987,3.48,0.81,10.2,red,8.3
7.74,0.765,0.24,1.11,0.0672,12.2,2.2,0.9941,3.19,0.88,12.9,red,9.0
7.47,0.545,0.26,0.35,0.0593,14.7,96.9,0.99812,3.3,0.77,12.6,white,9.0
9.44,0.546,0.58,0.85,0.0559,28.6,29.9,0.9972,3.24,0.51,12.0,red,9.0
7.25,0.589,0.21,9.27,0.0492,20.8,27.6,0.99659,3.16,0.75,8.4,red,8.3
7.93,0.613,0.31,1.07,0.1856,12.1,80.1,0.99644,3.38,0.69,9.2,red,8.5
9.68,0.47,0.44,1.36,0.0574,9.7,28.1,0.99923,3.27,0.33,13.9,red,9.0
11.28,0.593,0.11,0.02,0.1383,18.3,104.0,0.99328,3.17,0.87,10.2,red,7.0
9.21,0.341,0.53,3.18,0.0947,15.0,27.7,0.99795,3.45,0.48,14.3,white,9.0
8.53,0.386,0.61,1.33,0.0703,13.4,75.7,0.99414,3.11,0.76,14.1,red,8.8
7.42,0.409,0.26,0.27,0.0961,16.0,50.3,0.99651,3.29,0.66,9.4,red,7.5
6.58,0.615,0.17,8.65,0.099,13.1,68.8,0.9969,3.44,0.89,14.2,red,8.9
10.19,0.559,0.58,3.76,0.0044,0.5,13.3,1.00023,3.45,0.51,12.5,red,9.0
8.04,0.506,0.42,3.24,0.0833,15.3,13.8,0.99593,3.37,0.57,12.5,red,9.0
10.26,0.654,0.29,7.92,0.0873,15.7,15.6,0.99711,3.18,0.78,13.9,red,9.0
7.74,0.598,0.54,1.31,0.0715,17.3,33.2,0.99454,3.33,0.56,11.0,red,7.7
7.2,0.478,0.52,3.17,0.0128,5.4,39.9,0.99801,3.36,0.9,13.2,white,8.9
9.02,0.344,0.21,0.58,0.0714,7.5,30.6,0.99434,3.24,0.53,12.7,red,8.8
8.17,0.382,0.32,2.99,0.1628,33.1,23.8,0.99344,3.37,0.76,13.4,red,9.0
6.25,0.266,0.38,0.04,0.1129,8.1,25.5,0.99398,3.09,0.66,12.7,white,9.0
11.39,0.555,0.28,0.34,0.0375,21.2,47.8,0.99643,3.05,0.55,8.9,white,6.9
7.23,0.375,0.01,1.38,0.129,7.5,38.5,0.99653,3.21,0.88,10.3,red,9.0
9.88,0.441,0.09,0.03,0.035,4.0,34.2,0.99927,3.41,0.48,14.5,red,8.7
9.73,0.507,0.01,1.55,0.0996,14.8,31.4,1.00004,3.44,0.75,9.9,red,8.9
6.16,0.718,0.36,1.85,0.1,22.3,48.4,1.0,3.12,0.24,11.5,red,8.0
6.6,0.697,0.04,2.43,0.0697,12.4,12.0,0.9993,3.53,0.71,10.7,red,7.5
7.79,0.52,0.31,0.26,0.136,5.1,38.4,1.00115,3.32,0.87,9.0,white,7.8
6.83,0.758,0.62,0.5,0.1224,7.5,33.1,0.99791,3.08,0.63,9.6,red,8.4
11.23,0.168,0.54,2.38,0.0506,28.0,5.4,0.99794,3.36,0.7,10.3,red,7.6
7.96,0.868,0.08,2.68,0.0734,15.8,40.5,1.00065,3.5,0.95,11.4,red,8.1
