CO_sensor,NMHC,NOx,NO2,O3_sensor,temp_C,humidity,abs_humidity,CO_level
913.4,,379.4,151.4,305.2,13.5,50.1,1.728,10.85
632.5,191.5,221.6,123.9,886.4,10.2,54.8,1.887,7.9
883.0,117.2,111.1,115.2,752.6,20.3,82.6,0.603,5.673
988.4,236.1,339.3,52.8,1404.0,16.8,26.4,1.761,10.284
100.6,292.6,46.9,68.7,1351.5,17.0,74.3,1.164,4.255
977.0,73.3,412.5,37.7,797.2,26.3,67.0,0.767,13.159
688.6,58.5,205.2,133.9,825.2,23.4,30.4,1.079,8.589
306.5,36.7,117.3,158.6,1509.5,24.4,49.2,1.799,7.283
1272.8,,234.6,158.9,1422.9,10.7,71.0,0.683,8.085
684.4,27.8,245.0,46.9,557.4,17.5,70.7,0.648,9.17
1662.7,140.0,368.1,84.6,861.3,23.7,68.4,1.949,11.5
1021.9,86.6,263.0,21.7,1126.9,26.8,30.9,0.94,10.676
1005.5,141.0,313.9,43.6,1070.3,17.6,74.4,1.792,9.178
1211.0,232.1,165.7,42.5,1251.6,8.2,29.2,1.342,6.811
1714.6,209.1,110.2,169.8,734.6,23.1,88.7,0.861,6.033
760.9,409.3,174.1,82.9,1138.2,23.6,30.9,0.943,8.401
1479.2,158.5,309.0,34.8,968.1,17.7,61.5,1.118,10.446
845.3,101.9,259.0,61.7,1293.4,21.8,74.3,0.724,9.11
871.5,165.5,73.4,153.1,706.2,7.2,20.5,1.565,3.998
951.7,279.3,18.8,107.3,645.0,24.9,70.4,1.126,4.263
916.0,,279.4,48.8,1075.6,21.9,35.7,1.834,9.249
876.5,216.8,442.4,163.9,1048.5,12.4,32.7,1.873,12.194
409.4,186.6,171.5,121.0,835.8,28.9,25.2,1.87,7.544
971.4,359.9,328.8,60.9,976.2,5.6,33.4,1.474,9.83
868.6,56.4,1.2,97.0,895.0,19.2,62.7,1.214,4.166
1432.3,131.1,315.1,145.3,1226.8,28.1,89.9,0.627,11.142
970.1,211.1,151.4,64.6,896.3,34.4,59.7,1.633,8.208
290.8,9.8,274.4,123.3,978.3,9.8,62.3,0.634,9.153
835.8,121.4,516.4,113.9,724.9,19.9,47.3,0.774,14.616
1218.8,273.7,294.2,57.7,1210.8,17.0,22.6,1.764,9.214
389.9,45.8,,53.2,898.8,18.1,71.2,1.781,7.275
166.5,344.5,11.8,14.8,1635.3,19.0,25.5,1.152,4.582
1199.3,76.2,85.0,78.4,746.4,21.5,70.3,1.58,5.932
1376.8,117.2,182.8,6.1,954.0,36.1,78.4,0.83,8.965
1281.3,204.5,54.0,10.8,945.9,27.7,35.7,1.845,6.187
1407.9,233.9,83.0,6.3,864.6,6.1,74.3,1.481,4.545
591.9,249.2,360.6,81.3,1442.8,11.8,83.8,1.787,10.452
1102.9,255.0,,140.9,215.1,24.1,59.0,1.088,7.329
1146.6,309.2,231.7,40.7,1204.3,9.2,49.9,0.56,7.05
1455.1,202.4,32.5,153.3,868.2,9.3,58.6,1.99,3.698
1397.1,101.6,312.6,155.4,1064.6,14.7,76.4,1.643,8.826
1286.6,,126.6,49.0,754.0,24.7,63.2,0.75,6.705
757.1,69.6,43.6,1.0,935.1,25.7,59.5,1.46,5.323
270.4,26.0,241.9,149.3,948.8,10.9,48.4,1.918,7.999
179.7,218.2,110.8,160.9,694.3,3.1,21.8,1.847,4.26
1215.5,,394.6,97.0,781.2,26.3,30.3,1.91,12.371
1334.8,237.5,211.4,103.1,1635.4,24.3,55.9,0.665,7.979
708.0,250.9,133.1,101.7,903.8,19.1,65.2,1.781,6.491
1269.5,251.2,260.9,117.9,908.7,16.9,32.5,1.837,9.057
1206.1,321.5,581.7,139.8,1368.8,17.9,67.5,0.771,15.0
568.7,70.9,45.8,74.7,1152.0,19.1,56.6,1.561,4.628
1450.6,335.0,55.5,43.1,927.0,13.6,66.9,1.539,4.699
1129.9,152.2,464.4,75.0,858.0,28.2,56.9,1.533,14.282
191.2,265.5,61.7,102.9,795.0,1.9,50.0,1.359,3.015
816.5,166.2,,126.4,1597.2,26.6,42.0,0.857,8.568
1400.7,457.2,18.7,146.0,591.0,11.5,31.6,0.661,3.407
695.1,182.2,65.0,134.0,560.1,2.4,26.0,0.869,3.773
1417.4,335.0,127.0,115.3,701.8,21.5,80.0,1.872,5.625
1482.2,,225.0,73.9,529.3,22.7,58.0,0.839,9.05
691.4,,38.0,7.1,994.4,16.1,89.1,1.148,4.592
579.6,6.9,,142.2,1199.7,22.5,79.1,1.161,8.019
1257.3,79.3,28.8,193.1,759.3,2.9,28.2,1.887,2.685
1198.4,131.9,227.1,80.0,660.8,28.1,81.0,0.673,9.606
1227.9,5.6,140.2,151.3,1216.1,8.9,74.3,1.218,5.864
943.1,273.3,160.0,24.3,990.1,24.7,89.1,1.714,7.423
1571.0,329.9,100.4,74.7,41.2,18.4,82.2,0.593,6.025
1359.0,44.2,298.0,36.7,282.8,18.7,45.0,1.619,9.499
824.1,197.1,303.9,180.0,1107.2,4.7,64.9,0.641,7.687
1280.4,223.8,129.2,65.1,1436.5,33.0,64.6,1.179,7.611
1057.4,341.0,120.5,103.9,966.9,27.5,85.9,0.737,7.399
421.1,165.1,466.2,114.8,1001.7,11.9,32.1,1.085,12.467
394.8,130.4,252.0,192.7,942.0,29.6,50.9,0.556,10.066
986.8,477.8,278.6,56.8,1166.8,15.2,60.7,1.763,8.351
772.6,212.3,386.4,141.9,508.7,14.9,20.4,0.701,11.194
585.0,701.1,133.9,55.9,1006.7,7.9,30.2,0.781,5.501
836.2,68.3,397.0,93.1,913.6,16.4,65.3,1.187,11.926
1224.5,47.3,110.7,210.4,839.3,17.7,53.1,0.529,6.511
1120.2,315.5,,105.4,705.8,11.8,38.1,1.882,6.92
994.0,98.2,80.3,143.2,957.6,23.9,33.3,1.12,6.275
346.3,377.4,260.0,110.8,621.2,30.4,72.9,1.295,9.491
254.2,50.2,282.3,110.4,748.4,23.8,54.8,1.804,10.258
1532.7,390.0,104.8,135.6,1107.2,5.1,40.2,1.364,4.711
970.3,137.0,329.0,55.1,951.1,6.2,43.9,0.62,9.517
1325.1,155.8,315.9,117.3,397.9,19.8,73.4,1.705,9.98
1052.4,99.4,174.5,19.1,1271.8,25.9,46.2,1.874,8.199
701.8,383.3,39.3,49.2,735.1,16.1,47.5,1.712,3.755
839.2,242.1,397.7,164.1,1055.6,18.8,56.1,0.785,11.515
1465.9,267.8,230.0,56.6,816.7,18.5,24.2,1.222,7.978
1234.5,126.8,,140.1,892.0,15.7,70.4,0.949,6.238
690.0,107.1,170.6,88.3,1309.1,21.5,26.3,1.397,7.736
1358.4,140.4,276.5,66.2,613.2,20.5,82.0,1.756,9.369
695.5,112.6,104.0,74.4,932.4,26.0,57.9,1.1,6.914
1158.6,291.0,168.9,68.7,611.5,9.4,85.9,1.388,6.12
342.2,336.4,308.6,93.6,1007.5,4.5,48.2,0.515,8.289
922.5,139.9,102.6,118.1,215.2,17.9,88.8,1.026,5.585
1101.7,143.7,76.7,80.7,575.5,14.5,62.7,1.432,5.252
773.6,324.9,237.5,119.8,1470.6,12.9,28.6,1.986,8.45
1309.6,495.9,71.1,97.4,272.3,10.9,59.4,0.917,4.083
519.5,314.6,227.9,160.8,767.2,25.9,23.7,0.762,9.258
1301.2,50.9,2.2,175.3,727.5,17.1,50.8,1.844,4.449
1131.8,33.8,451.2,119.7,1003.4,36.7,67.1,1.344,14.798
690.3,205.3,265.7,153.0,633.4,15.9,29.4,1.994,8.793
344.0,292.2,290.2,102.9,953.7,12.7,31.5,0.881,9.426
1631.8,149.5,30.3,153.9,748.3,25.5,73.4,0.794,5.223
988.3,57.6,183.8,107.6,520.3,34.0,39.1,1.034,8.853
781.6,310.7,126.6,91.1,668.7,14.0,79.8,1.367,5.747
843.1,362.0,252.6,0.6,876.7,25.0,63.0,0.615,9.226
607.8,87.7,289.6,117.2,1090.6,7.9,58.3,1.083,8.294
1260.9,150.2,162.8,117.0,595.9,16.0,47.6,0.598,7.115
1051.2,282.7,197.2,42.7,780.0,9.2,87.1,1.487,7.418
438.7,73.3,142.1,70.5,1081.0,21.6,63.7,1.016,6.968
1020.8,331.2,448.4,21.9,650.4,16.3,25.5,1.956,13.019
473.4,60.1,12.1,137.9,714.2,12.7,48.6,0.655,3.752
1316.5,349.2,25.9,65.2,727.1,26.3,28.6,1.841,5.011
694.6,13.6,225.8,137.3,1108.9,8.5,71.4,0.539,6.83
1465.9,618.6,87.4,75.5,810.2,34.6,37.5,1.482,7.406
1589.7,139.1,,55.1,1392.6,22.8,21.1,1.922,8.291
844.6,278.8,238.0,152.4,1060.1,25.9,89.6,1.561,8.532
690.2,409.0,18.7,69.0,640.1,28.3,53.0,0.546,4.942
408.1,135.3,199.3,151.1,1032.1,25.0,22.4,1.486,8.497
237.6,219.5,146.1,62.7,1125.4,3.8,51.8,0.933,5.674
399.9,175.4,166.1,91.7,568.9,5.0,39.1,1.594,6.334
783.6,581.4,47.1,164.4,1099.3,10.0,70.8,1.178,3.809
39.1,,43.7,114.0,726.2,14.5,20.5,1.428,3.634
1295.1,17.8,131.8,144.5,822.9,28.9,29.6,0.536,6.616
1190.3,49.6,422.7,206.0,1241.8,6.7,44.8,0.92,12.264
1191.3,265.5,51.9,93.2,579.0,10.1,47.8,0.953,4.115
1468.6,,247.7,146.1,800.4,13.2,54.1,1.171,8.23
533.7,479.5,5.3,99.4,892.5,18.8,44.7,1.821,3.584
557.1,239.7,203.7,107.3,1154.6,22.3,47.9,1.054,8.788
1451.7,160.1,181.3,78.7,618.4,9.9,53.9,1.555,6.185
773.7,31.6,216.5,106.7,1071.2,30.7,85.3,1.035,9.923
1157.1,60.1,438.4,46.9,1427.7,22.2,56.9,0.801,13.525
138.7,17.6,316.6,158.4,975.3,20.0,50.1,1.194,10.429
1428.6,82.3,169.2,230.4,312.7,19.2,23.3,0.866,7.602
1141.4,82.4,401.6,112.1,1378.6,6.1,30.5,0.579,10.213
398.7,79.4,,76.2,912.0,17.0,73.0,0.821,7.358
1587.0,159.6,6.6,190.0,1602.3,18.6,87.1,0.624,3.299
1061.7,268.5,437.9,84.6,866.7,24.5,46.8,0.571,12.935
1773.1,351.4,201.4,78.5,1305.6,24.2,87.3,1.608,7.573
175.0,310.5,291.9,112.6,1641.8,29.6,43.0,1.543,9.803
1142.1,131.4,24.2,80.3,282.9,20.2,86.6,0.73,4.098
756.8,92.5,89.8,162.5,725.2,8.3,62.7,0.561,4.053
879.9,82.2,414.8,17.8,826.7,27.4,22.0,0.536,13.042
1059.4,70.5,114.3,113.8,1397.8,31.4,25.5,1.597,7.609
279.4,239.3,219.6,177.5,634.4,22.8,88.6,1.135,8.878
1843.3,146.6,369.6,20.8,1309.6,31.3,41.4,1.144,12.36
1693.0,176.5,85.4,181.4,885.6,20.2,21.0,0.596,6.341
1089.9,409.6,,114.4,710.5,14.6,25.5,1.702,7.308
472.9,83.3,160.3,195.2,683.3,13.7,57.1,0.938,6.517
884.8,72.1,152.8,184.4,1281.3,7.1,36.0,1.13,6.245
1093.2,112.2,223.3,30.9,1072.8,16.5,72.8,1.163,8.2
726.7,272.4,215.3,207.2,717.2,8.3,81.9,1.823,7.29
1344.0,120.7,338.4,47.3,1538.3,37.6,45.4,1.75,11.696
1059.5,343.8,205.7,122.5,1020.4,11.0,68.7,0.993,6.88
970.7,158.5,210.5,20.8,1163.0,26.7,70.7,0.61,9.025
1312.1,375.3,243.2,136.5,1759.1,6.2,53.1,1.336,7.408
310.5,259.7,128.5,125.2,1191.1,14.5,38.2,0.911,6.517
683.2,214.6,187.2,184.6,1268.0,16.3,73.0,0.963,7.668
955.0,253.5,10.1,133.4,829.3,15.5,23.6,1.824,4.044
700.2,4.5,718.8,39.4,936.7,17.7,25.8,1.605,15.0
432.6,259.2,247.4,138.9,769.4,25.6,28.2,1.085,10.269
533.2,93.4,73.4,74.4,849.5,31.4,42.3,1.471,7.281
998.1,273.2,408.9,203.9,1019.5,20.1,40.9,0.787,12.323
1104.2,347.8,484.9,123.6,567.2,16.4,42.2,1.501,12.919
1920.6,416.4,96.9,84.4,1292.3,9.9,26.8,0.594,4.196
1431.8,108.0,85.1,156.2,1096.5,17.0,49.5,1.485,5.101
558.5,392.2,457.1,104.7,963.0,6.7,53.8,1.83,11.542
1494.5,104.3,17.2,191.8,1041.3,16.3,81.7,1.371,4.38
1020.4,235.4,257.4,43.4,859.8,37.3,85.0,1.011,11.463
940.4,266.3,139.9,72.8,394.6,32.1,43.3,1.338,7.457
728.0,,326.6,150.4,349.4,20.7,87.3,0.997,10.349
364.8,311.9,287.8,80.6,665.8,26.3,53.3,0.937,10.545
1003.6,287.3,213.7,146.7,1344.7,13.4,78.8,0.507,7.566
484.0,48.6,233.6,132.5,545.8,11.3,20.4,0.878,8.336
882.8,5.8,,59.7,706.0,11.5,25.8,1.841,6.239
1463.5,282.2,187.1,117.7,1652.4,16.4,49.7,0.769,7.913
1411.8,275.8,176.7,93.5,780.2,26.3,47.7,1.45,7.878
902.2,194.1,89.9,69.9,94.2,9.0,52.4,1.42,5.611
1400.3,191.8,88.2,134.1,759.1,22.9,38.5,0.839,6.471
1108.2,405.6,60.9,61.6,635.2,25.0,60.3,1.658,6.13
1600.4,76.7,319.0,105.2,842.5,19.8,71.7,1.159,9.698
527.4,61.3,,197.1,950.6,12.7,29.4,1.696,6.045
950.6,119.5,27.1,111.3,1616.7,21.4,58.3,0.518,4.285
806.5,47.6,309.5,72.2,962.9,19.5,36.6,0.723,9.729
1161.7,274.3,349.8,25.4,687.8,23.9,82.1,1.063,11.226
1137.5,96.2,133.9,22.6,750.2,27.6,83.6,1.213,6.842
995.6,114.5,77.5,47.4,779.7,8.6,69.8,1.32,4.883
1895.1,332.0,383.5,87.0,1222.6,21.5,31.7,1.683,11.93
536.6,,450.2,21.6,1276.5,22.9,86.6,1.855,12.219
653.2,59.3,359.2,91.8,598.5,21.8,71.8,0.976,11.123
1386.4,,169.9,29.8,915.8,22.1,27.2,1.83,7.802
1151.1,295.3,69.7,94.2,614.0,15.3,60.7,0.9,4.702
655.8,244.2,120.4,96.8,724.6,9.6,63.3,0.607,4.787
1521.1,253.0,361.4,118.8,1081.4,5.7,61.4,1.37,9.259
1017.0,9.2,44.5,100.2,1050.2,26.4,57.5,1.499,5.562
1023.5,588.3,50.0,63.2,696.4,18.1,24.9,0.943,4.113
761.6,356.5,112.5,51.4,1515.0,20.9,33.7,0.754,6.263
1176.8,15.4,266.7,31.6,1125.3,19.3,85.3,0.645,8.945
526.5,194.6,234.4,166.4,1270.4,16.7,74.0,1.161,8.565
681.2,194.3,192.8,150.7,893.8,26.6,59.6,1.113,8.717
1350.4,182.4,438.4,79.5,950.2,15.6,60.9,0.928,13.286
49.2,237.0,,101.3,1114.0,23.8,40.9,0.831,7.858
760.5,150.0,286.9,96.4,961.1,17.2,42.6,0.559,9.98
1226.5,,108.7,162.9,1144.0,0.4,29.1,1.533,4.518
1578.1,325.0,222.2,80.4,1200.3,13.2,85.0,1.086,7.23
1062.7,230.4,158.0,7.6,433.4,27.0,65.9,0.824,8.723
1328.6,26.4,28.6,126.5,925.7,10.6,38.8,1.274,3.701
1250.9,384.7,254.4,25.6,568.1,23.4,69.9,1.821,10.221
720.4,140.0,215.9,153.5,556.2,20.8,79.7,0.849,7.835
842.8,191.1,188.3,49.9,1212.2,18.8,69.1,1.42,8.125
1039.1,67.0,405.9,117.8,1044.6,19.5,39.5,1.877,11.198
1793.4,409.3,167.6,87.1,1234.3,23.0,35.3,1.072,6.42
1153.7,34.5,234.7,88.9,909.7,20.4,27.5,1.923,9.788
947.2,128.3,72.8,130.0,890.7,9.8,48.1,0.519,4.914
464.8,652.8,284.3,106.6,1097.4,26.9,84.8,0.678,11.067
839.6,209.8,0.8,79.4,1185.4,33.1,34.0,1.3,5.178
846.1,21.0,197.0,84.2,632.4,7.4,53.6,1.248,6.36
1263.3,367.4,111.2,33.8,1035.9,14.2,20.7,1.974,5.971
762.9,173.5,244.0,107.3,761.3,31.0,79.1,0.714,9.431
1034.4,,61.6,116.7,762.2,13.5,63.5,1.986,4.031
1075.0,113.4,249.8,256.6,1169.6,22.1,42.4,1.778,8.911
1077.2,112.3,181.8,108.0,973.5,17.1,29.0,0.834,7.814
742.3,126.1,381.3,94.0,916.8,29.1,64.1,1.051,12.0
786.9,152.8,83.4,46.0,318.4,15.9,57.6,0.68,5.76
1128.3,167.2,38.7,81.5,770.1,4.5,88.9,1.863,3.442
760.2,273.9,,101.3,1089.5,23.0,52.9,1.078,8.184
311.3,122.4,,51.0,1191.0,27.1,31.1,0.558,7.543
1075.8,449.2,242.5,134.0,848.4,21.3,79.3,1.366,8.648
217.1,95.2,265.2,88.7,808.2,11.7,82.6,0.887,8.364
935.9,34.6,211.2,132.4,459.0,15.8,27.2,1.077,7.969
572.1,31.0,171.7,56.7,702.6,20.1,77.9,1.204,7.123
885.7,388.4,101.1,112.5,853.6,23.0,38.3,0.614,7.131
1682.6,354.6,294.4,89.4,956.7,24.4,57.7,1.234,10.19
1243.7,277.6,64.5,164.1,1133.5,16.7,61.5,0.933,5.133
766.5,225.1,239.4,102.0,1183.5,22.1,82.7,1.568,9.022
462.0,10.9,206.5,36.9,369.0,12.4,31.0,0.884,7.725
241.5,753.7,54.8,87.9,920.2,31.1,21.4,1.916,6.208
454.7,339.9,240.7,13.4,806.1,2.9,61.8,1.614,6.476
630.8,187.0,574.8,115.0,981.7,32.9,64.1,0.679,15.0
507.0,384.5,,169.4,1009.4,6.0,87.6,0.71,5.801
1161.0,271.2,348.3,111.9,487.7,14.0,27.0,1.039,9.311
957.4,,272.3,113.6,1643.6,5.5,48.5,0.541,8.576
1626.8,189.9,11.3,119.3,1048.7,22.3,69.8,0.573,5.232
567.5,44.9,242.1,55.7,610.5,21.3,58.9,1.578,8.851
851.7,359.7,496.9,62.1,771.2,13.2,86.8,0.991,13.157
294.4,128.7,99.3,126.2,528.0,7.2,26.2,0.805,4.353
1016.2,382.3,52.8,88.6,855.0,25.6,30.2,1.052,5.631
232.1,,315.4,205.4,902.1,15.9,63.0,1.974,10.637
539.6,342.7,65.8,172.2,1096.3,18.6,64.0,1.854,5.935
964.8,66.6,23.0,62.3,764.1,10.3,52.6,0.882,3.554
215.8,,233.4,63.9,1773.6,23.8,71.8,0.615,8.204
713.3,142.7,,31.9,679.9,15.6,43.4,0.992,7.749
788.2,150.9,202.2,62.0,721.6,20.2,39.2,0.513,7.716
1331.0,73.1,312.1,87.2,902.6,12.3,33.1,0.833,9.258
1209.6,354.5,381.0,114.2,653.6,21.6,62.5,1.437,11.997
973.1,333.9,253.0,93.9,1184.5,16.5,76.3,0.635,8.362
676.8,302.6,271.0,202.2,547.2,4.0,22.1,0.758,8.033
880.3,437.4,,146.6,1118.1,20.8,31.2,1.147,7.636
1264.1,,464.6,124.7,838.6,23.1,79.7,1.573,13.239
1111.2,64.7,260.8,126.3,1550.7,10.0,21.5,1.291,8.385
1544.6,,255.4,2.3,662.3,29.1,23.1,1.6,9.707
980.5,246.6,136.8,17.1,1379.3,9.8,56.1,0.639,5.701
1072.3,374.5,77.3,99.0,984.9,21.9,45.7,0.742,5.064
529.1,242.9,65.7,144.9,1105.3,31.7,73.9,1.836,7.163
884.0,34.3,124.2,74.3,394.2,33.7,65.7,1.94,7.109
1051.2,,189.6,119.3,877.6,9.3,33.1,1.731,6.652
951.8,343.9,234.8,137.2,837.1,24.3,43.7,1.58,9.496
1691.8,72.2,83.1,151.5,1198.3,14.5,26.1,0.577,5.669
467.6,361.1,381.0,74.6,776.9,10.5,26.6,1.998,10.637
846.0,248.7,158.7,89.5,1492.6,20.0,88.7,0.816,6.919
1628.9,284.1,414.7,81.3,835.0,26.0,22.7,1.117,12.97
1276.9,267.0,262.9,64.4,216.4,17.2,32.7,1.443,8.228
1067.9,473.5,233.1,107.7,793.9,6.1,47.8,1.314,6.128
484.5,70.6,357.5,44.1,957.4,7.6,61.4,1.986,9.914
1068.7,145.1,406.3,166.5,1102.4,24.0,86.7,1.389,12.649
904.6,468.8,182.3,95.0,850.9,22.0,47.2,0.833,7.879
1431.4,429.3,403.6,89.6,1685.3,22.1,33.0,1.345,12.396
1038.0,43.3,200.3,16.5,1048.8,7.8,54.3,0.988,7.503
1625.0,52.7,167.7,37.0,760.4,12.8,74.0,1.498,6.65
1789.9,176.7,152.9,152.1,653.1,13.3,38.2,0.559,6.614
1124.5,355.8,9.9,289.5,1397.9,8.1,31.8,0.915,2.778
1159.1,290.5,209.2,138.5,835.6,19.0,70.1,1.323,7.482
941.7,129.1,89.0,86.5,1080.3,12.1,56.4,1.665,5.393
358.9,590.3,238.3,67.2,1292.8,16.2,67.9,1.75,7.277
373.7,,265.6,42.4,738.8,11.5,45.6,1.872,7.546
1367.6,236.1,85.9,20.9,783.9,8.6,77.0,1.067,5.421
1559.6,78.8,,116.7,1394.3,8.2,49.7,1.381,6.754
778.8,19.5,20.6,104.7,547.6,10.9,66.0,1.379,3.651
880.4,157.4,324.7,61.4,1160.6,20.5,46.8,1.849,11.48
886.9,260.8,261.8,96.7,1335.9,10.9,59.8,1.769,8.646
678.5,280.0,4.1,110.8,757.3,19.2,59.6,1.137,3.568
1892.8,4.0,102.2,13.2,1377.3,27.2,75.8,1.393,6.442
851.5,283.1,24.2,150.2,916.4,18.3,26.9,1.874,5.045
1450.5,177.8,294.0,172.7,720.8,7.5,35.8,2.0,8.554
97.7,460.5,178.0,101.0,658.9,13.8,40.5,1.608,6.906
1485.2,19.6,127.8,198.4,1264.6,26.8,55.5,0.603,6.534
1834.7,601.6,110.2,130.5,797.4,18.0,83.6,1.838,5.689
1131.2,100.1,405.4,182.9,953.5,11.8,75.9,1.217,11.268
1290.6,315.4,195.1,90.7,1018.9,13.7,78.6,1.026,7.906
1395.3,201.3,293.0,150.5,329.6,29.2,44.1,0.935,11.581
1224.5,160.9,185.7,114.1,864.0,26.1,43.4,1.706,8.538
935.5,127.1,139.8,60.4,1230.9,17.1,68.8,1.847,6.83
682.5,73.2,517.6,137.8,464.4,16.5,80.1,1.529,13.834
1306.4,151.7,3.4,153.3,744.9,20.9,87.1,0.589,3.719
517.4,85.2,44.0,103.5,873.7,12.8,45.4,1.98,4.042
1273.7,239.4,207.4,96.4,924.3,25.7,64.0,1.337,9.035
593.9,55.6,40.5,157.3,968.2,18.6,69.1,1.741,4.083
555.2,56.3,64.4,48.6,1105.7,8.6,83.2,1.582,3.605
177.2,149.8,149.3,66.9,1315.2,25.3,71.6,1.003,7.917
796.1,340.1,35.5,80.9,1121.9,10.8,49.8,1.877,2.826
1427.0,560.8,338.2,83.6,843.5,3.5,73.8,0.957,8.439
1261.9,8.4,276.4,42.9,940.4,26.6,51.4,1.97,10.086
818.0,297.0,253.0,48.8,1267.9,25.6,89.4,1.976,10.782
656.0,315.7,215.9,137.0,1025.7,12.4,45.6,0.565,7.244
1663.7,413.4,108.4,80.7,1154.5,33.7,25.1,0.694,7.673
127.4,95.2,132.6,11.8,1013.0,25.1,69.7,0.852,7.07
991.7,410.2,345.7,105.1,792.1,0.9,40.9,1.054,8.96
555.5,,93.9,132.1,427.1,11.6,69.4,1.48,3.97
1063.0,85.0,,138.3,734.5,28.5,25.3,1.048,9.22
1054.3,380.3,302.1,196.5,989.4,35.4,89.1,1.906,11.149
1390.5,13.9,316.1,83.4,824.0,17.2,75.7,1.214,9.379
1484.3,369.2,214.3,81.1,786.8,24.2,68.2,1.336,9.903
223.9,43.2,321.8,133.3,747.1,13.8,65.0,1.439,9.606
696.5,,110.6,102.3,1000.7,21.5,29.8,1.138,7.055
1034.0,187.4,397.9,91.0,1078.8,15.2,30.1,1.452,10.899
1436.9,318.4,18.4,103.5,674.0,4.9,25.4,0.634,3.341
1234.1,80.6,6.2,124.8,916.6,16.6,73.5,1.253,4.223
511.4,344.5,147.4,132.6,1172.8,41.1,70.0,0.995,8.954
1085.8,76.6,1.3,108.7,1415.1,14.7,80.6,0.803,3.599
1328.2,196.5,4.7,23.5,1247.6,19.0,65.5,0.557,3.568
643.3,329.2,,121.8,1114.9,21.4,47.7,1.671,8.309
708.4,304.8,87.2,4.6,746.4,16.9,83.0,0.682,5.386
774.9,25.0,243.0,72.3,1013.7,12.2,63.2,0.756,7.337
717.0,,479.9,76.5,1229.9,21.0,23.3,0.752,13.994
913.0,195.9,63.5,72.6,621.8,22.3,82.9,1.971,5.561
995.2,129.8,375.3,143.2,549.4,18.9,81.1,0.88,11.48
995.2,,157.5,59.8,978.1,13.3,73.0,0.779,5.663
1183.5,,221.9,171.5,375.7,15.5,85.0,1.954,8.963
864.4,374.2,385.0,49.8,746.0,12.0,47.9,1.441,10.862
583.2,30.0,501.1,148.9,691.0,23.1,79.1,1.524,14.365
622.6,175.2,237.0,206.9,1042.7,20.2,85.3,1.722,8.74
1200.0,125.2,302.8,39.1,782.4,18.9,75.4,1.319,10.456
695.3,187.8,265.0,79.7,928.2,10.1,71.2,1.314,8.912
1154.9,477.9,414.1,99.0,700.3,8.0,44.9,1.997,11.27
1190.8,115.1,250.8,121.2,992.9,16.9,43.7,1.535,9.5
1417.2,114.9,267.7,96.7,878.9,1.4,82.9,1.567,7.697
632.1,151.6,68.0,106.0,519.9,21.8,32.6,0.632,5.402
665.8,126.0,205.4,114.3,990.5,16.1,23.0,0.671,7.412
1346.9,114.3,109.1,59.2,1013.4,11.4,64.8,1.262,5.436
260.5,226.2,36.3,121.2,1187.0,5.7,43.6,1.593,1.795
1247.2,166.0,150.9,146.0,1143.9,18.6,71.1,1.631,6.795
1422.6,194.3,48.3,132.4,1220.3,20.9,89.8,1.675,4.931
270.1,273.6,89.5,172.6,794.3,29.5,35.2,1.569,6.362
1054.8,325.3,81.2,60.8,1060.5,13.8,42.4,0.676,4.988
800.9,349.9,265.0,162.1,463.0,29.1,61.7,1.751,10.426
1597.3,343.3,106.4,166.2,280.6,19.2,66.5,1.65,6.337
1682.6,265.7,93.3,73.9,585.0,19.5,89.5,1.06,5.874
1972.4,80.5,135.6,102.2,243.1,33.1,54.7,1.113,8.053
1595.9,17.7,6.9,29.2,1025.0,22.4,35.3,1.33,5.209
1584.9,66.7,31.4,73.3,977.1,21.3,81.8,1.989,5.538
2060.5,,141.4,75.0,372.8,13.7,69.7,1.616,5.964
1058.8,11.8,222.9,110.2,1379.4,7.9,63.4,1.757,7.817
1252.5,12.1,,46.2,942.4,21.6,80.5,0.808,7.41
1632.9,124.8,83.8,54.7,435.8,21.2,25.3,1.259,5.809
964.7,80.4,37.2,71.3,1322.7,16.2,51.8,1.344,3.97
699.0,169.9,162.5,37.0,649.8,15.7,82.2,0.566,7.106
757.1,96.0,397.1,60.2,1022.4,7.2,25.8,0.667,10.273
876.9,87.5,78.8,189.9,1018.0,14.1,60.1,0.822,5.018
984.5,194.6,95.7,68.4,464.4,25.1,41.7,1.825,6.522
739.4,263.3,272.5,163.1,1370.1,17.8,59.6,1.663,8.848
326.7,194.8,343.3,114.6,1785.0,7.9,26.7,1.229,9.911
1504.5,222.4,137.8,125.2,543.3,18.7,57.9,1.676,7.368
1919.0,295.7,355.7,85.2,1038.5,35.5,55.8,1.282,12.797
423.8,48.6,73.7,37.1,1006.5,34.3,24.5,1.883,7.137
512.5,371.0,,186.3,985.4,9.4,36.4,0.928,7.376
736.3,47.3,268.8,50.9,1591.6,8.3,29.4,0.678,7.913
501.0,,9.0,113.3,978.8,13.1,53.3,0.574,3.871
825.5,301.5,32.4,120.2,1075.5,14.1,39.8,1.157,4.215
998.0,42.9,85.6,4.0,1273.4,15.6,56.3,0.958,5.48
1208.8,114.7,220.1,39.3,1540.3,5.5,59.5,1.951,7.082
863.0,384.1,404.0,130.1,671.0,20.5,20.5,1.824,12.006
