temperature,pressure,vibration,rotation_speed,tool_wear,material_type,operator_exp,shift,humidity,defect
76.1,201.1,4.53,1561,188,composite,junior,afternoon,42.9,normal
105.8,183.5,1.75,1383,30,composite,senior,morning,77.6,defective
83.0,171.4,4.82,1685,288,plastic,senior,afternoon,47.8,defective
96.0,182.5,3.31,1532,287,steel,senior,afternoon,70.1,defective
73.4,189.9,7.28,1488,53,aluminum,senior,morning,75.9,normal
62.5,174.9,9.06,1583,128,composite,junior,afternoon,31.1,normal
87.6,201.2,1.54,1488,132,aluminum,senior,night,40.8,normal
95.7,228.4,2.51,1212,7,steel,junior,morning,75.4,normal
97.2,180.5,6.84,1526,69,steel,senior,afternoon,53.4,normal
94.3,202.5,3.46,1609,9,steel,senior,afternoon,39.4,normal
82.9,262.1,4.82,1538,237,aluminum,expert,morning,51.2,normal
90.8,207.4,8.01,1314,189,plastic,senior,afternoon,63.9,normal
78.6,232.7,8.07,1585,295,composite,senior,night,57.1,defective
78.9,185.8,2.38,1527,101,steel,senior,night,76.0,normal
87.2,235.1,8.85,1534,232,aluminum,junior,morning,77.8,defective
87.4,175.9,6.33,1348,283,composite,senior,night,62.7,normal
79.7,218.0,7.0,1445,55,composite,senior,morning,59.8,normal
86.8,232.3,3.65,1390,0,steel,junior,night,20.8,normal
96.4,246.3,3.45,1590,237,aluminum,senior,morning,67.0,defective
76.1,203.8,1.5,1547,209,steel,junior,afternoon,50.0,defective
91.7,191.9,2.5,1437,61,steel,junior,afternoon,72.5,normal
71.4,158.5,6.36,1425,230,steel,senior,morning,76.0,normal
68.2,197.8,5.91,1469,107,steel,senior,night,42.1,normal
,224.1,6.57,1529,169,composite,junior,morning,74.3,normal
84.4,220.9,5.46,1589,174,composite,junior,afternoon,59.6,normal
86.2,199.4,4.95,1409,117,composite,junior,morning,45.7,normal
86.0,211.1,3.59,1536,292,steel,junior,afternoon,23.0,defective
94.6,250.1,4.43,1463,138,composite,junior,morning,64.5,normal
90.3,220.4,6.79,1206,194,plastic,junior,morning,73.6,normal
89.7,193.0,6.62,1447,28,aluminum,junior,night,54.9,normal
98.8,199.9,5.5,1540,259,steel,senior,afternoon,44.2,normal
94.0,220.3,3.12,1418,138,steel,expert,morning,47.1,normal
86.8,217.8,4.03,1535,29,composite,expert,morning,62.5,normal
95.6,267.7,2.29,1570,78,steel,junior,night,31.9,normal
82.2,249.5,4.28,1615,78,aluminum,junior,morning,32.3,normal
82.5,169.2,1.65,1394,185,composite,junior,morning,40.8,normal
98.1,180.5,4.32,1618,159,aluminum,junior,morning,21.8,normal
,238.3,3.66,1503,156,plastic,senior,night,60.1,normal
89.0,176.7,4.97,1343,112,aluminum,expert,night,46.9,normal
88.5,205.1,3.44,1476,298,composite,expert,night,73.6,normal
86.6,248.7,6.46,1470,84,steel,senior,morning,58.8,normal
103.0,209.4,1.71,1446,229,aluminum,senior,morning,62.3,defective
83.8,229.5,1.81,1376,38,steel,junior,morning,60.3,normal
102.7,206.6,4.46,1524,154,plastic,senior,night,45.1,normal
74.2,197.9,5.53,1494,279,plastic,senior,morning,76.0,normal
,144.8,4.18,1445,292,plastic,senior,morning,74.9,normal
82.6,207.7,4.34,1404,287,plastic,senior,morning,49.0,normal
92.7,184.1,5.19,1317,52,steel,expert,morning,66.8,normal
71.4,240.3,5.99,1655,128,aluminum,senior,afternoon,79.1,normal
88.8,124.2,4.15,1473,108,composite,senior,night,39.9,normal
94.2,184.8,5.38,1579,183,steel,senior,morning,57.5,normal
81.7,241.7,6.97,1612,209,plastic,junior,morning,54.2,defective
78.8,258.7,2.26,1604,156,steel,junior,night,52.4,normal
78.9,234.6,7.53,1567,5,plastic,senior,morning,76.0,normal
89.9,220.1,7.38,1522,184,aluminum,senior,morning,27.6,normal
69.1,148.3,3.33,1330,94,aluminum,senior,morning,51.0,normal
71.9,168.2,6.04,1658,13,composite,senior,afternoon,21.6,normal
85.8,227.9,1.93,1386,68,plastic,senior,afternoon,38.5,normal
90.8,161.3,5.6,1649,189,aluminum,junior,night,60.5,normal
87.8,193.0,7.73,1471,85,aluminum,senior,night,66.8,normal
91.0,190.7,2.91,1599,50,aluminum,senior,morning,71.3,normal
74.5,212.6,3.48,1585,12,aluminum,senior,morning,24.6,normal
67.5,220.1,5.72,1536,253,composite,junior,morning,31.1,normal
93.8,123.8,4.31,1536,104,steel,senior,morning,44.1,normal
72.3,208.5,5.38,1482,131,composite,expert,afternoon,42.9,normal
90.1,179.6,9.89,1505,37,aluminum,junior,morning,35.2,normal
66.7,216.7,4.17,1504,131,steel,expert,night,76.2,normal
91.8,146.6,1.86,1516,157,plastic,senior,night,52.0,normal
85.0,230.5,3.68,1487,64,composite,senior,afternoon,59.4,normal
95.4,178.6,5.37,1367,188,steel,expert,night,65.0,normal
,188.4,2.44,1458,278,composite,junior,night,52.6,defective
81.5,248.9,3.63,1543,226,composite,junior,night,70.0,defective
79.5,195.9,7.37,1487,208,aluminum,junior,afternoon,79.1,defective
88.2,229.6,8.26,1501,55,steel,senior,afternoon,43.5,normal
80.0,199.3,4.21,1439,99,plastic,expert,morning,58.6,normal
52.2,249.9,4.26,1557,86,steel,junior,night,39.0,normal
82.2,210.2,2.55,1562,289,steel,expert,night,24.1,normal
,215.5,5.51,1267,229,aluminum,senior,night,21.6,defective
79.6,205.4,9.78,1344,168,steel,junior,morning,34.0,normal
88.0,191.1,4.26,1482,294,plastic,junior,afternoon,29.7,defective
97.4,226.3,4.33,1550,213,composite,senior,morning,63.3,defective
103.4,177.6,5.99,1530,297,aluminum,senior,morning,47.8,defective
89.9,221.9,4.1,1486,147,aluminum,junior,night,52.4,normal
79.0,228.8,4.13,1583,269,steel,expert,morning,24.9,normal
94.7,216.1,7.76,1561,165,steel,junior,night,21.2,normal
69.9,171.7,2.41,1480,292,composite,senior,afternoon,46.1,normal
78.1,213.4,2.83,1486,292,steel,senior,morning,35.3,defective
82.7,231.5,6.29,1369,11,aluminum,expert,night,57.3,normal
65.7,162.0,4.7,1510,145,steel,junior,morning,50.7,normal
87.5,154.2,2.85,1556,111,aluminum,junior,night,69.7,normal
76.8,225.4,5.58,1428,62,plastic,junior,morning,70.3,normal
87.5,180.6,4.33,1504,210,aluminum,junior,night,52.2,normal
82.3,222.4,5.34,1534,29,aluminum,senior,night,74.4,normal
76.6,251.3,4.43,1587,54,aluminum,junior,night,76.0,normal
75.0,155.8,2.04,1469,197,composite,senior,night,34.7,normal
84.5,153.2,7.12,1414,196,plastic,senior,afternoon,78.6,normal
92.2,224.1,8.38,1466,34,aluminum,senior,afternoon,79.2,normal
91.9,239.4,3.16,1529,198,steel,senior,afternoon,23.9,normal
87.9,251.4,8.22,1524,97,steel,senior,afternoon,20.1,normal
90.7,224.2,4.79,1346,297,aluminum,junior,night,23.5,defective
85.7,196.0,1.06,1466,18,steel,junior,afternoon,41.0,normal
78.4,202.9,5.85,1398,172,steel,junior,afternoon,68.5,normal
99.0,210.1,0.6,1503,191,composite,expert,morning,50.3,normal
78.4,250.5,4.02,1536,266,plastic,senior,night,37.8,normal
,208.8,6.41,1602,126,steel,expert,morning,23.3,normal
91.4,179.3,5.95,1626,108,plastic,senior,afternoon,43.8,normal
82.5,206.7,3.56,1550,130,steel,junior,afternoon,22.2,normal
72.2,153.1,6.26,1459,279,aluminum,senior,afternoon,30.4,normal
,183.3,6.8,1449,250,aluminum,senior,afternoon,72.7,normal
84.5,190.8,3.79,1546,281,plastic,senior,night,65.7,normal
97.1,188.3,4.32,1577,151,plastic,junior,night,79.7,normal
74.6,152.4,5.4,1378,171,plastic,junior,afternoon,73.7,normal
95.6,164.4,2.68,1739,153,plastic,junior,night,71.3,normal
99.7,199.4,3.38,1543,184,aluminum,senior,afternoon,30.5,normal
77.8,225.2,7.0,1584,235,steel,senior,afternoon,58.9,normal
92.4,187.5,9.6,1546,291,aluminum,senior,morning,56.0,defective
99.0,202.3,6.22,1395,16,plastic,senior,afternoon,75.1,normal
,226.3,5.53,1456,207,composite,senior,morning,66.9,defective
95.5,280.1,8.66,1422,273,steel,senior,morning,66.5,defective
102.2,190.5,3.15,1331,95,aluminum,senior,night,39.5,normal
85.7,174.8,5.17,1378,112,composite,senior,morning,27.5,normal
84.6,223.7,6.66,1676,137,steel,junior,night,42.1,normal
100.7,225.6,3.34,1478,294,aluminum,junior,night,32.5,defective
61.4,160.8,1.72,1587,174,steel,junior,afternoon,63.7,normal
82.2,166.4,6.65,1443,137,composite,senior,morning,47.6,normal
76.8,158.9,6.9,1428,219,plastic,expert,night,33.9,defective
85.4,178.5,6.69,1649,151,steel,junior,night,59.5,normal
89.2,225.9,6.72,1482,125,plastic,expert,morning,24.1,normal
90.9,210.7,5.18,1478,245,aluminum,senior,afternoon,75.1,defective
85.8,205.1,5.29,1526,39,aluminum,junior,morning,54.7,normal
86.7,170.5,5.46,1563,190,steel,senior,morning,47.7,normal
94.7,168.2,7.22,1447,161,steel,senior,morning,34.9,normal
79.3,202.2,5.56,1281,123,composite,senior,afternoon,52.9,normal
81.6,198.5,5.17,1616,176,plastic,junior,afternoon,37.2,normal
75.8,214.7,5.67,1543,264,steel,junior,afternoon,43.7,defective
84.9,241.6,5.89,1412,174,steel,senior,morning,73.3,normal
68.8,165.8,2.88,1484,220,steel,senior,afternoon,31.6,defective
98.0,195.5,7.78,1632,172,steel,senior,morning,40.9,normal
93.0,203.4,3.68,1658,232,steel,expert,morning,59.4,defective
75.2,205.8,5.14,1467,136,steel,senior,afternoon,63.5,normal
97.4,202.2,3.12,1650,232,composite,expert,afternoon,26.9,defective
82.3,198.9,4.59,1500,238,steel,senior,morning,76.2,defective
78.0,205.7,6.07,1427,138,composite,junior,night,21.6,normal
88.7,215.5,5.63,1447,84,plastic,senior,afternoon,24.0,normal
68.5,178.8,3.93,1678,23,plastic,expert,afternoon,65.7,normal
81.5,214.1,3.62,1558,256,composite,senior,morning,66.3,normal
88.7,215.4,5.52,1405,226,steel,senior,night,60.0,normal
102.8,207.0,7.16,1603,238,aluminum,expert,night,51.3,defective
72.3,247.3,7.87,1607,276,aluminum,senior,morning,37.3,normal
73.1,206.5,9.03,1458,259,steel,expert,morning,70.4,defective
82.6,210.9,3.6,1547,224,steel,senior,night,61.9,defective
81.8,170.7,3.46,1642,99,steel,senior,night,78.1,normal
92.8,231.2,4.76,1384,57,plastic,junior,morning,47.3,normal
100.2,257.4,4.65,1319,220,steel,senior,afternoon,48.2,defective
95.3,204.7,2.14,1433,244,plastic,expert,night,67.5,defective
80.6,138.1,6.68,1324,76,composite,senior,night,79.6,normal
99.5,232.3,3.45,1375,217,aluminum,senior,night,73.8,defective
84.2,241.1,3.71,1614,203,plastic,senior,night,37.8,normal
90.2,206.5,5.86,1415,135,plastic,junior,morning,77.2,normal
89.2,184.5,2.61,1493,116,aluminum,expert,afternoon,31.9,normal
,238.2,4.49,1573,59,plastic,senior,night,45.3,normal
93.7,235.9,6.48,1619,253,plastic,expert,afternoon,73.2,normal
93.1,207.5,5.1,1535,8,steel,junior,morning,38.8,normal
92.3,234.2,6.49,1286,72,aluminum,expert,morning,41.1,normal
79.8,178.2,6.96,1495,16,plastic,senior,morning,79.7,normal
76.3,238.8,4.83,1577,6,composite,junior,afternoon,47.1,normal
92.4,208.2,1.7,1517,102,steel,junior,night,76.8,normal
88.3,190.8,7.46,1555,280,aluminum,junior,morning,36.4,normal
93.8,203.5,4.91,1433,277,composite,junior,night,50.0,normal
,224.2,6.58,1509,289,aluminum,junior,afternoon,43.0,defective
92.4,209.3,7.73,1566,271,aluminum,junior,morning,53.9,normal
82.0,255.1,1.35,1643,271,aluminum,expert,morning,73.9,defective
81.3,236.4,4.99,1436,293,plastic,expert,night,79.5,defective
96.7,164.9,8.09,1434,159,aluminum,senior,morning,50.1,normal
96.0,227.7,4.59,1658,87,aluminum,senior,afternoon,30.5,normal
87.2,230.2,6.95,1466,184,aluminum,senior,afternoon,23.0,normal
81.5,218.5,2.81,1522,37,plastic,senior,morning,29.6,normal
84.2,171.5,5.96,1526,22,steel,junior,morning,64.8,normal
86.5,233.6,2.5,1500,88,plastic,senior,night,55.7,normal
81.1,207.8,6.8,1694,35,plastic,junior,afternoon,64.9,normal
88.2,169.7,4.1,1477,97,plastic,senior,night,77.2,normal
79.9,210.7,7.86,1579,104,aluminum,senior,afternoon,62.4,normal
100.5,234.0,7.93,1458,116,steel,expert,afternoon,66.7,defective
65.2,174.7,3.79,1687,291,composite,expert,afternoon,45.6,defective
78.7,174.7,8.36,1418,211,aluminum,expert,afternoon,50.7,defective
92.7,221.9,3.83,1562,78,composite,senior,afternoon,69.4,normal
100.8,211.0,6.36,1266,59,composite,senior,morning,58.3,defective
79.0,224.6,4.94,1471,141,steel,junior,afternoon,52.1,normal
82.7,202.1,4.16,1556,59,steel,senior,morning,33.3,normal
89.6,275.3,6.6,1355,21,plastic,junior,morning,56.2,normal
90.0,189.5,3.98,1463,64,composite,junior,night,37.5,normal
86.4,220.1,3.87,1820,192,plastic,senior,morning,55.4,normal
92.8,186.3,5.01,1393,101,composite,senior,night,47.8,normal
88.0,158.0,6.82,1527,215,plastic,expert,afternoon,26.1,normal
88.2,196.3,5.47,1353,230,steel,senior,morning,71.4,normal
100.7,191.7,4.28,1392,124,composite,senior,morning,54.9,normal
83.3,253.6,3.97,1543,3,composite,senior,night,74.2,normal
82.6,213.2,4.58,1478,216,steel,senior,night,75.6,normal
82.0,177.0,6.09,1419,206,composite,expert,night,51.1,normal
79.1,202.0,2.85,1453,103,plastic,junior,morning,60.7,normal
83.8,173.1,3.68,1611,262,plastic,expert,afternoon,73.7,defective
78.8,192.7,6.58,1477,154,composite,expert,night,60.8,normal
89.6,231.3,3.35,1558,218,composite,junior,night,34.6,normal
89.8,214.4,3.85,1325,188,plastic,senior,afternoon,35.5,normal
87.4,150.7,4.94,1446,221,steel,senior,afternoon,45.1,defective
89.0,176.4,3.37,1457,166,steel,expert,afternoon,22.3,normal
93.1,175.2,4.08,1426,253,plastic,junior,afternoon,42.3,defective
74.7,179.5,5.27,1487,260,steel,senior,afternoon,28.6,normal
87.7,208.9,6.44,1469,89,steel,senior,night,69.6,normal
101.1,231.4,3.47,1573,250,composite,junior,night,66.9,defective
79.7,189.9,3.36,1611,257,aluminum,expert,afternoon,30.5,defective
110.1,181.2,7.28,1438,252,plastic,senior,morning,37.1,defective
82.0,225.1,3.7,1620,88,aluminum,senior,morning,54.2,normal
87.5,209.4,3.5,1427,159,plastic,junior,afternoon,35.0,normal
87.9,184.4,1.01,1512,277,steel,junior,night,23.3,defective
70.7,188.4,7.21,1367,179,steel,senior,night,65.9,normal
77.0,191.3,7.75,1471,201,composite,junior,afternoon,25.5,defective
91.6,233.3,4.96,1653,203,composite,expert,morning,60.7,defective
82.7,213.3,5.39,1514,20,steel,senior,morning,29.0,normal
76.3,255.0,5.0,1474,189,composite,expert,afternoon,20.5,normal
97.2,216.5,2.81,1300,14,composite,senior,night,53.7,normal
88.1,173.4,6.24,1494,10,plastic,senior,afternoon,37.1,normal
83.6,150.0,7.73,1510,45,composite,expert,night,27.8,normal
107.8,181.3,5.0,1453,70,steel,senior,morning,61.1,defective
75.0,151.1,6.43,1467,249,steel,senior,afternoon,58.6,normal
74.7,176.7,3.25,1490,39,steel,senior,morning,44.7,normal
81.0,200.6,3.07,1503,237,composite,senior,afternoon,25.3,normal
87.8,161.0,5.94,1482,45,composite,senior,afternoon,48.0,normal
89.5,223.6,8.05,1617,71,aluminum,senior,night,26.2,normal
77.7,184.8,3.79,1396,291,steel,senior,afternoon,79.7,defective
71.1,224.0,4.64,1655,139,composite,junior,morning,34.1,normal
90.8,171.6,6.05,1474,76,aluminum,expert,morning,20.2,normal
80.6,221.7,4.11,1554,274,steel,expert,afternoon,33.2,defective
85.1,184.9,5.97,1607,149,steel,junior,morning,57.2,normal
85.9,192.9,3.1,1519,11,steel,senior,night,78.6,normal
94.6,180.9,5.87,1497,287,plastic,junior,afternoon,51.5,normal
79.9,195.5,4.54,1515,37,steel,senior,night,46.7,normal
100.9,217.3,1.81,1306,37,steel,senior,morning,79.5,defective
83.5,158.7,2.94,1235,208,aluminum,junior,afternoon,29.9,defective
,266.7,5.66,1576,11,steel,senior,night,31.9,normal
74.9,267.0,7.71,1467,45,plastic,junior,afternoon,42.8,normal
74.5,185.0,2.38,1415,68,composite,junior,afternoon,64.9,normal
,229.9,7.04,1522,70,steel,junior,morning,38.2,normal
87.6,164.1,5.83,1484,248,composite,expert,night,48.2,defective
95.1,150.8,6.92,1371,218,plastic,senior,morning,76.4,defective
62.8,258.0,4.69,1595,281,aluminum,senior,afternoon,72.4,defective
93.9,223.8,6.26,1613,76,aluminum,senior,morning,76.8,normal
99.1,204.7,8.7,1521,226,composite,senior,afternoon,30.0,defective
105.5,222.6,5.38,1516,45,composite,senior,afternoon,48.9,normal
89.2,180.0,3.04,1499,105,composite,junior,afternoon,62.8,normal
67.2,203.2,7.9,1512,63,plastic,junior,night,64.0,normal
71.6,207.3,6.06,1535,118,composite,senior,night,53.0,normal
93.9,156.8,5.49,1453,124,composite,junior,afternoon,69.2,normal
85.9,234.7,8.58,1580,249,composite,senior,afternoon,22.6,defective
78.7,186.6,7.81,1517,52,plastic,senior,morning,31.8,normal
70.1,164.9,5.96,1577,141,plastic,junior,morning,39.7,normal
74.2,250.8,3.19,1626,36,plastic,senior,morning,63.7,normal
90.2,237.2,4.26,1504,12,plastic,junior,afternoon,74.1,normal
89.8,193.8,5.38,1533,71,plastic,senior,morning,51.7,normal
94.7,162.5,4.95,1564,160,steel,senior,morning,62.5,normal
98.2,216.0,4.05,1507,210,composite,expert,night,55.7,normal
76.2,202.3,4.61,1466,188,plastic,junior,night,75.5,normal
94.2,266.0,7.1,1518,181,steel,senior,night,74.0,normal
77.6,240.5,5.41,1630,245,composite,junior,night,68.5,defective
83.8,186.5,4.06,1258,213,aluminum,junior,afternoon,36.8,defective
77.7,244.1,6.32,1575,164,plastic,expert,afternoon,42.4,normal
92.7,240.9,6.12,1516,194,aluminum,senior,morning,45.0,normal
79.2,147.8,4.93,1448,80,steel,senior,night,20.3,normal
91.5,217.8,2.78,1587,239,plastic,junior,afternoon,33.9,normal
89.8,236.7,4.76,1380,295,composite,junior,night,62.8,normal
96.4,188.0,4.98,1460,34,steel,junior,morning,52.7,normal
90.8,163.2,6.76,1631,235,composite,junior,afternoon,77.5,defective
103.7,290.6,3.57,1311,202,plastic,junior,night,21.7,defective
78.6,248.1,4.45,1550,140,plastic,senior,morning,42.7,normal
92.9,208.8,8.08,1644,89,plastic,senior,night,62.4,normal
89.0,136.9,4.52,1610,150,composite,senior,morning,28.0,normal
77.5,188.8,4.94,1540,268,plastic,senior,night,50.0,normal
94.6,260.3,8.65,1404,47,composite,junior,night,21.0,normal
93.5,241.6,3.21,1589,49,steel,senior,morning,30.8,normal
78.5,193.3,7.63,1437,108,steel,junior,night,76.3,normal
68.3,186.3,4.24,1484,77,composite,senior,morning,56.0,normal
84.0,245.3,5.43,1495,51,composite,expert,morning,65.6,normal
78.1,194.2,5.58,1377,231,composite,expert,night,26.1,defective
86.6,197.8,4.53,1629,219,aluminum,senior,morning,34.1,normal
85.1,214.6,3.12,1491,26,plastic,senior,afternoon,31.5,normal
102.8,219.3,3.68,1493,165,composite,expert,morning,36.5,defective
77.6,168.6,4.59,1439,76,aluminum,senior,morning,35.5,normal
90.9,220.2,3.44,1429,102,aluminum,expert,night,53.8,normal
71.5,171.7,4.99,1562,196,aluminum,senior,afternoon,62.3,normal
75.2,240.6,3.48,1564,158,composite,junior,morning,52.9,normal
80.6,191.5,3.2,1797,85,steel,expert,night,37.9,normal
76.5,210.4,1.83,1469,194,aluminum,junior,night,61.7,normal
89.4,115.5,8.37,1458,225,plastic,senior,morning,53.1,defective
84.7,226.8,4.8,1611,270,composite,junior,afternoon,58.3,defective
93.2,231.0,3.65,1584,154,plastic,expert,afternoon,32.7,normal
74.7,186.1,3.04,1471,76,plastic,junior,night,77.6,normal
86.8,160.5,3.91,1535,145,aluminum,junior,morning,39.7,normal
77.6,159.6,1.27,1656,9,aluminum,senior,morning,42.2,normal
97.7,201.7,3.8,1381,159,aluminum,senior,afternoon,52.4,normal
74.7,168.2,6.42,1426,127,composite,expert,afternoon,23.0,normal
67.4,199.7,3.71,1543,157,plastic,senior,afternoon,31.5,normal
79.1,205.2,6.24,1432,222,steel,senior,morning,68.8,normal
73.8,208.6,6.83,1437,173,aluminum,senior,morning,67.6,normal
86.4,244.9,6.29,1623,2,steel,senior,night,28.5,normal
,241.0,5.07,1541,68,aluminum,senior,afternoon,55.4,normal
92.3,206.4,7.35,1495,97,composite,expert,night,24.0,normal
,221.8,7.25,1422,57,composite,senior,night,24.5,normal
92.2,213.7,3.59,1537,61,steel,expert,afternoon,68.0,normal
87.3,245.9,3.27,1617,6,plastic,junior,morning,48.2,normal
92.0,206.3,4.12,1371,206,plastic,expert,morning,75.6,normal
93.8,229.7,4.38,1378,274,aluminum,senior,morning,48.7,normal
78.8,268.2,7.34,1568,274,aluminum,senior,morning,68.4,normal
76.0,214.7,6.6,1444,80,plastic,senior,afternoon,58.3,normal
88.3,187.8,5.27,1419,231,steel,expert,afternoon,45.8,defective
94.6,189.0,5.34,1432,184,steel,junior,afternoon,53.3,normal
72.5,180.1,2.82,1576,106,plastic,senior,morning,76.1,normal
85.6,225.0,7.2,1573,256,aluminum,expert,afternoon,24.6,defective
79.8,213.1,5.36,1540,279,aluminum,senior,night,51.8,defective
,191.4,2.9,1457,157,composite,senior,night,23.1,normal
81.1,248.5,1.63,1418,189,aluminum,senior,morning,53.3,normal
91.6,190.4,2.46,1440,282,plastic,junior,afternoon,56.4,defective
90.8,205.1,5.15,1411,116,aluminum,junior,night,68.4,normal
76.1,178.8,0.09,1461,207,aluminum,junior,morning,67.9,defective
71.3,198.9,2.66,1504,3,steel,expert,morning,20.6,normal
95.7,178.1,5.96,1574,184,composite,junior,night,24.3,normal
93.0,199.1,4.13,1504,224,plastic,junior,morning,61.1,defective
97.4,170.7,1.45,1483,43,aluminum,expert,night,31.0,normal
90.5,186.8,3.74,1670,108,plastic,senior,afternoon,51.7,normal
98.3,180.8,4.8,1152,194,composite,senior,morning,33.9,normal
61.8,182.3,6.88,1564,3,steel,senior,night,70.1,normal
,175.0,5.91,1552,132,composite,senior,afternoon,60.9,normal
78.1,191.8,5.84,1553,220,plastic,senior,night,46.1,defective
104.9,126.4,6.44,1593,10,plastic,junior,morning,33.5,defective
73.0,222.0,1.65,1381,130,steel,senior,night,59.6,normal
71.6,210.2,7.49,1595,273,plastic,senior,afternoon,41.1,defective
78.7,210.6,7.49,1538,285,aluminum,junior,night,55.3,normal
79.7,196.3,3.78,1460,173,plastic,senior,night,60.1,normal
81.2,239.1,0.99,1563,221,aluminum,expert,morning,28.3,normal
94.0,179.9,7.66,1518,93,composite,expert,morning,23.0,normal
99.8,150.4,0.5,1406,144,steel,expert,afternoon,49.6,normal
94.7,209.3,5.76,1298,166,aluminum,senior,morning,29.5,normal
109.8,258.3,4.1,1369,79,aluminum,senior,afternoon,25.4,defective
97.8,244.5,3.8,1429,288,steel,junior,afternoon,25.3,defective
78.7,228.5,4.14,1539,65,aluminum,junior,afternoon,62.1,normal
83.9,269.1,5.27,1356,132,aluminum,junior,night,74.3,normal
,188.7,0.71,1541,163,plastic,senior,morning,75.9,normal
73.4,187.3,4.62,1531,258,composite,senior,night,76.2,defective
81.9,193.2,2.14,1706,159,composite,expert,night,60.3,normal
91.5,126.0,3.99,1536,141,aluminum,expert,night,75.6,normal
104.1,244.7,5.32,1293,246,steel,senior,night,27.9,defective
,200.8,6.75,1615,132,plastic,senior,night,56.1,normal
86.9,181.9,3.53,1409,173,plastic,junior,morning,65.6,normal
90.2,194.6,8.58,1403,183,aluminum,expert,morning,76.6,normal
67.7,172.1,3.21,1481,82,plastic,senior,afternoon,39.7,normal
81.4,201.9,3.26,1555,74,steel,senior,morning,55.1,normal
76.5,185.0,7.06,1473,262,steel,junior,night,44.2,normal
92.8,186.4,4.5,1501,114,aluminum,expert,night,52.3,normal
80.6,173.8,5.36,1409,152,aluminum,senior,afternoon,50.2,normal
97.2,201.3,4.02,1383,111,steel,expert,morning,71.0,normal
89.4,185.0,4.25,1520,139,steel,junior,morning,69.4,normal
83.4,240.8,5.7,1348,30,composite,junior,afternoon,43.7,normal
79.4,216.2,7.54,1429,219,steel,senior,night,36.9,defective
,160.8,5.28,1467,270,plastic,junior,night,71.1,normal
101.1,218.4,5.86,1523,96,composite,junior,night,77.3,defective
64.6,210.3,6.96,1474,10,composite,senior,night,21.1,normal
84.2,202.1,4.07,1468,102,aluminum,junior,night,50.1,normal
85.9,195.3,3.04,1377,264,aluminum,senior,morning,66.3,defective
62.4,235.3,2.95,1459,51,steel,senior,afternoon,79.2,normal
98.1,166.8,3.23,1475,168,steel,junior,afternoon,51.8,normal
87.1,198.0,2.91,1542,139,aluminum,senior,morning,63.1,normal
92.3,149.7,7.2,1420,82,plastic,junior,morning,76.0,normal
92.4,216.0,1.23,1411,267,aluminum,senior,morning,42.5,normal
94.1,198.1,6.18,1379,72,aluminum,junior,night,73.1,normal
93.1,170.6,2.55,1515,139,composite,junior,afternoon,36.0,normal
93.1,205.5,8.58,1465,108,aluminum,senior,morning,63.5,normal
88.9,240.9,5.81,1487,36,composite,junior,morning,77.4,normal
94.9,203.3,3.25,1453,132,composite,senior,afternoon,58.9,normal
112.3,152.8,3.92,1457,8,steel,junior,morning,42.6,normal
76.5,199.4,4.83,1439,184,composite,senior,night,24.7,normal
90.1,208.8,6.27,1550,242,aluminum,expert,morning,32.0,normal
93.4,179.2,5.67,1504,147,aluminum,expert,morning,63.8,normal
69.6,266.6,4.97,1647,69,aluminum,senior,morning,79.4,normal
103.9,156.5,3.59,1470,231,aluminum,senior,afternoon,71.0,defective
91.5,123.7,4.42,1658,132,composite,senior,night,67.5,normal
88.1,171.9,7.68,1472,117,composite,senior,morning,21.1,normal
81.4,141.5,9.26,1551,170,plastic,senior,night,64.0,normal
93.5,228.3,7.21,1439,181,plastic,senior,night,69.7,normal
73.8,231.8,3.09,1548,265,steel,senior,night,39.5,normal
102.3,151.7,7.87,1269,157,aluminum,senior,night,80.0,defective
95.5,167.3,4.34,1375,262,steel,senior,night,22.2,defective
83.8,163.6,5.01,1402,184,composite,expert,afternoon,43.5,normal
99.4,199.3,2.48,1705,138,composite,senior,afternoon,32.8,normal
67.6,214.1,5.23,1605,199,aluminum,expert,night,78.4,normal
74.9,244.9,3.43,1526,63,steel,senior,afternoon,60.3,normal
85.6,212.7,7.75,1458,228,composite,senior,morning,45.0,defective
86.0,189.9,10.09,1442,30,composite,expert,afternoon,78.4,normal
89.5,188.5,5.0,1439,111,composite,senior,afternoon,23.7,normal
87.1,202.9,5.95,1568,0,aluminum,junior,afternoon,33.2,normal
97.5,204.7,4.38,1509,88,plastic,junior,afternoon,45.4,normal
70.5,196.3,5.24,1590,214,plastic,senior,morning,27.5,normal
65.9,202.9,3.82,1556,201,composite,expert,morning,79.8,defective
71.1,199.3,5.62,1541,45,aluminum,junior,afternoon,54.4,normal
72.1,156.4,5.8,1422,268,steel,junior,afternoon,29.7,defective
85.5,204.4,5.6,1421,75,composite,junior,morning,34.9,normal
,173.8,6.49,1513,239,aluminum,junior,night,43.8,defective
88.4,206.2,4.27,1538,112,composite,expert,night,63.6,normal
88.8,214.7,10.38,1481,206,composite,junior,morning,38.2,defective
87.9,235.3,3.69,1376,294,aluminum,senior,afternoon,37.9,normal
69.8,199.0,3.67,1522,274,aluminum,junior,afternoon,57.6,defective
83.1,180.9,0.03,1576,212,composite,senior,morning,22.7,normal
80.1,225.3,6.52,1390,95,plastic,junior,afternoon,62.7,normal
