age,job,marital,education,balance,housing,loan,contact,duration,campaign,pdays,previous,poutcome,subscribed
84,student,married,primary,2621,yes,no,cellular,161,34,184,1,unknown,no
89,management,married,tertiary,-1070,no,no,cellular,224,10,195,7,unknown,no
19,technician,married,primary,5056,yes,no,cellular,40,9,22,0,unknown,no
62,student,single,secondary,2126,no,no,unknown,166,39,359,5,failure,no
57,management,married,secondary,402,yes,no,unknown,21,13,251,0,unknown,no
19,technician,single,primary,3461,yes,no,cellular,196,12,78,13,unknown,no
49,admin,single,tertiary,-515,no,no,cellular,174,17,76,3,other,no
18,technician,married,secondary,-3194,yes,no,cellular,49,4,256,19,unknown,no
35,entrepreneur,single,secondary,5262,yes,no,cellular,374,39,356,15,unknown,yes
81,admin,married,secondary,2772,yes,no,unknown,295,28,23,2,success,yes
49,unemployed,married,secondary,3910,no,no,cellular,241,41,64,4,unknown,no
26,retired,divorced,secondary,-4131,yes,yes,unknown,110,20,300,13,unknown,no
72,technician,married,secondary,2681,no,no,cellular,46,7,364,11,unknown,no
84,housemaid,married,tertiary,2296,yes,no,cellular,274,8,204,5,unknown,no
41,blue-collar,married,tertiary,385,yes,no,telephone,43,35,183,13,unknown,no
28,retired,divorced,secondary,411,yes,no,cellular,120,29,178,18,unknown,no
45,blue-collar,married,secondary,-99,yes,no,unknown,85,47,285,0,unknown,no
33,admin,married,secondary,6162,yes,no,cellular,40,15,339,7,unknown,no
29,student,married,tertiary,3945,yes,no,cellular,171,31,361,6,unknown,no
85,student,single,secondary,633,no,yes,cellular,723,12,4,19,unknown,no
21,retired,divorced,secondary,-509,no,no,unknown,116,21,324,11,unknown,no
92,blue-collar,married,secondary,1357,no,no,unknown,124,48,373,9,other,no
83,management,married,tertiary,1397,no,no,unknown,83,16,237,5,unknown,no
48,admin,married,tertiary,-1715,yes,no,unknown,46,39,246,5,unknown,no
73,blue-collar,married,secondary,4751,yes,no,cellular,59,32,207,12,unknown,no
67,management,married,secondary,648,no,no,cellular,375,6,148,12,failure,no
84,management,married,tertiary,1640,no,no,unknown,532,24,225,7,unknown,yes
18,student,married,secondary,3858,yes,no,unknown,315,32,237,16,unknown,yes
86,management,divorced,secondary,6166,no,no,cellular,4,18,113,15,unknown,no
56,retired,single,secondary,1758,yes,yes,cellular,168,44,325,17,unknown,no
69,blue-collar,married,secondary,-2865,no,no,cellular,143,10,233,4,unknown,no
53,management,married,secondary,3209,yes,no,telephone,268,29,126,8,unknown,no
84,technician,single,secondary,1908,yes,no,telephone,273,9,69,16,failure,no
29,admin,single,tertiary,-180,yes,yes,cellular,103,13,222,5,unknown,no
78,student,married,secondary,2578,yes,no,cellular,61,27,133,4,unknown,no
89,technician,single,secondary,-521,no,no,unknown,18,37,322,10,unknown,no
28,management,single,secondary,-3206,no,no,unknown,170,8,248,13,unknown,no
31,housemaid,married,primary,1820,yes,no,cellular,57,2,43,2,unknown,no
71,admin,married,secondary,-1414,no,no,cellular,601,42,307,17,unknown,no
25,unemployed,divorced,secondary,591,yes,no,cellular,8,4,88,14,unknown,no
50,blue-collar,married,tertiary,3172,no,yes,cellular,599,10,339,18,unknown,yes
21,management,married,secondary,-4913,yes,yes,cellular,123,14,226,13,failure,no
47,student,married,secondary,303,yes,no,cellular,167,25,252,18,unknown,no
71,technician,married,primary,-1444,yes,no,cellular,157,41,66,17,unknown,no
23,housemaid,married,tertiary,-3082,yes,no,cellular,251,14,251,3,unknown,no
22,admin,divorced,tertiary,1527,yes,no,cellular,17,10,335,7,unknown,no
68,student,single,tertiary,-103,yes,no,cellular,393,8,66,19,unknown,no
31,unemployed,married,secondary,3269,yes,no,unknown,281,6,133,3,unknown,no
51,admin,married,primary,2648,no,no,cellular,341,5,8,11,failure,yes
58,admin,married,secondary,3088,yes,yes,cellular,119,21,224,5,unknown,no
56,student,married,tertiary,-4380,yes,no,cellular,215,49,267,8,unknown,no
35,unemployed,married,secondary,1818,no,no,cellular,110,23,65,2,unknown,no
37,management,single,tertiary,1940,yes,yes,unknown,25,37,319,6,unknown,no
25,housemaid,married,secondary,-2334,yes,no,cellular,64,19,298,13,unknown,no
43,retired,married,tertiary,1020,no,no,telephone,58,49,365,19,failure,no
44,unemployed,married,secondary,2124,no,no,cellular,32,20,322,14,unknown,no
49,blue-collar,married,tertiary,1506,yes,no,cellular,49,10,332,11,unknown,no
59,management,married,secondary,3259,no,yes,telephone,124,18,30,3,other,no
67,housemaid,married,secondary,2781,no,no,telephone,98,20,167,5,unknown,no
66,entrepreneur,married,primary,3323,no,no,unknown,71,48,104,2,unknown,no
82,management,single,secondary,-2617,no,no,cellular,426,11,327,3,unknown,no
80,student,married,tertiary,-772,no,no,unknown,271,15,21,4,unknown,no
44,entrepreneur,single,primary,177,no,no,cellular,0,32,248,6,unknown,no
92,entrepreneur,single,secondary,896,yes,no,cellular,152,11,124,13,unknown,no
52,retired,married,secondary,-3496,no,yes,cellular,216,29,207,16,unknown,no
55,management,single,tertiary,844,no,yes,cellular,9,40,99,7,unknown,no
55,entrepreneur,divorced,secondary,3610,yes,no,unknown,21,39,192,5,unknown,no
59,admin,married,secondary,-2717,yes,no,cellular,58,1,251,12,unknown,no
59,blue-collar,single,tertiary,-3186,no,no,cellular,171,47,326,7,unknown,no
66,entrepreneur,divorced,tertiary,5076,no,no,telephone,461,27,112,8,unknown,yes
74,housemaid,married,tertiary,2556,no,no,cellular,119,35,39,19,other,no
71,management,single,tertiary,7218,yes,no,cellular,726,8,367,18,failure,yes
27,unemployed,married,secondary,1806,no,yes,telephone,496,12,330,12,unknown,yes
77,housemaid,divorced,secondary,1049,yes,no,cellular,182,28,10,16,unknown,no
57,unemployed,married,secondary,-857,yes,no,cellular,110,48,40,10,unknown,no
18,management,married,secondary,8455,yes,yes,cellular,205,19,3,15,unknown,no
81,entrepreneur,married,primary,4995,no,no,unknown,281,29,2,1,unknown,no
29,student,divorced,primary,2832,yes,no,cellular,515,42,375,12,success,yes
74,technician,married,secondary,2267,yes,no,cellular,252,42,329,9,success,yes
94,unemployed,married,secondary,-2075,no,no,telephone,89,18,196,11,unknown,no
43,unemployed,married,tertiary,1424,yes,no,cellular,122,34,331,7,unknown,no
57,retired,divorced,secondary,-1927,yes,yes,cellular,8,19,161,8,unknown,no
60,unemployed,married,tertiary,483,yes,yes,unknown,5,24,75,1,unknown,no
89,entrepreneur,divorced,tertiary,1728,no,no,unknown,59,34,52,6,unknown,no
30,blue-collar,married,secondary,1958,no,no,telephone,295,32,293,18,unknown,no
73,management,married,secondary,-1666,yes,yes,cellular,69,2,340,11,success,yes
34,student,single,secondary,2962,yes,no,cellular,22,32,246,15,unknown,no
41,student,single,secondary,1123,no,no,cellular,79,8,3,19,failure,no
93,retired,single,primary,3687,yes,no,cellular,65,45,202,14,failure,no
75,entrepreneur,single,secondary,3176,yes,yes,cellular,817,9,377,13,unknown,yes
78,retired,married,secondary,5098,yes,no,cellular,639,23,73,8,unknown,yes
45,admin,married,primary,-968,no,no,unknown,240,29,328,16,failure,no
84,entrepreneur,married,secondary,7360,no,no,unknown,317,7,273,18,unknown,yes
68,blue-collar,single,secondary,-1953,yes,no,cellular,52,5,302,11,unknown,no
56,housemaid,married,tertiary,373,no,no,cellular,138,40,106,13,unknown,no
83,technician,married,tertiary,1965,no,no,cellular,1169,32,283,1,unknown,yes
94,entrepreneur,married,tertiary,3099,no,no,cellular,70,40,184,10,unknown,no
91,retired,divorced,tertiary,507,no,no,unknown,770,3,73,18,unknown,no
57,admin,married,secondary,1207,no,no,cellular,37,10,225,3,unknown,no
30,housemaid,married,secondary,7402,yes,no,telephone,174,40,246,0,unknown,no
36,management,married,secondary,-545,no,no,cellular,274,29,388,14,unknown,no
23,management,single,tertiary,-1641,yes,no,unknown,161,45,310,13,failure,no
35,admin,married,primary,-2460,no,no,cellular,66,19,93,8,other,no
26,unemployed,divorced,secondary,-420,yes,no,cellular,302,25,32,18,unknown,no
85,management,single,tertiary,-8617,yes,no,unknown,40,20,191,10,unknown,no
71,unemployed,single,tertiary,1417,yes,no,cellular,101,47,146,1,unknown,no
67,student,married,tertiary,6536,yes,no,cellular,59,38,257,4,unknown,no
87,management,married,secondary,1240,no,no,cellular,123,46,209,17,unknown,no
28,unemployed,single,secondary,5074,yes,no,cellular,88,10,333,15,failure,no
72,management,married,secondary,259,yes,no,unknown,35,11,188,11,unknown,no
59,unemployed,divorced,tertiary,6697,yes,no,unknown,243,14,57,5,unknown,no
28,management,single,tertiary,2647,no,no,cellular,34,31,145,10,failure,no
89,admin,single,primary,1323,no,no,telephone,141,5,172,4,unknown,no
84,student,married,secondary,-1530,yes,no,cellular,293,43,242,4,unknown,no
19,management,married,tertiary,1973,yes,yes,cellular,118,28,78,16,failure,no
83,management,married,tertiary,6771,yes,no,unknown,392,19,150,17,unknown,yes
43,retired,single,secondary,-4354,no,no,cellular,100,33,305,8,unknown,no
93,retired,married,tertiary,1098,yes,no,cellular,635,2,131,10,unknown,yes
54,student,married,secondary,315,yes,no,cellular,4,29,97,7,unknown,no
53,technician,married,primary,-2737,no,no,cellular,281,18,279,11,unknown,no
33,admin,single,tertiary,-812,yes,yes,cellular,221,46,11,19,unknown,no
83,entrepreneur,married,tertiary,3880,no,no,cellular,169,10,284,0,unknown,no
38,retired,single,primary,-199,no,no,cellular,63,38,261,15,unknown,no
24,admin,single,primary,4780,yes,no,cellular,169,15,110,7,unknown,no
28,management,married,tertiary,460,no,no,cellular,162,22,85,16,unknown,no
73,management,married,secondary,1189,no,no,cellular,29,27,250,8,unknown,no
61,unemployed,married,tertiary,4088,yes,no,cellular,381,27,312,9,failure,yes
71,blue-collar,married,secondary,1040,no,no,unknown,137,22,31,8,failure,no
74,student,married,secondary,2273,no,no,unknown,16,21,88,2,unknown,no
75,unemployed,married,secondary,-55,no,yes,cellular,89,31,380,0,unknown,no
54,technician,married,tertiary,519,yes,no,cellular,43,34,281,17,unknown,no
65,admin,single,secondary,3808,no,yes,unknown,33,6,218,17,unknown,no
79,admin,married,tertiary,-800,no,no,cellular,526,13,198,5,unknown,no
56,blue-collar,married,tertiary,-1836,no,no,cellular,202,40,34,11,unknown,no
81,admin,married,tertiary,531,yes,no,cellular,64,15,26,18,other,no
85,technician,divorced,secondary,1349,yes,no,telephone,204,27,391,12,unknown,no
85,student,single,secondary,-1527,yes,no,unknown,292,31,162,9,unknown,no
44,retired,married,primary,5725,yes,no,cellular,68,48,17,0,unknown,no
87,blue-collar,single,secondary,1997,yes,no,unknown,753,42,349,18,unknown,yes
77,unemployed,married,tertiary,-1016,no,no,cellular,383,23,15,15,unknown,no
61,admin,single,tertiary,2997,no,no,cellular,287,46,158,3,unknown,no
47,admin,single,primary,4284,yes,no,cellular,226,35,316,2,unknown,no
75,blue-collar,married,tertiary,-1872,yes,no,telephone,7,8,376,3,unknown,no
53,student,married,secondary,2898,yes,yes,cellular,4,33,229,10,failure,no
22,admin,married,secondary,-131,yes,yes,telephone,32,28,381,4,unknown,no
36,entrepreneur,single,primary,2862,yes,no,unknown,447,7,241,14,other,yes
29,technician,single,tertiary,7656,yes,no,unknown,44,36,289,3,unknown,no
77,student,married,secondary,-851,yes,no,cellular,217,43,128,18,unknown,no
28,technician,married,secondary,2242,no,no,unknown,703,13,72,1,unknown,yes
70,retired,single,secondary,-4620,no,no,unknown,498,42,195,9,unknown,no
37,technician,married,tertiary,7382,no,no,unknown,92,31,127,10,unknown,no
90,management,married,tertiary,-4930,yes,no,cellular,205,13,313,14,unknown,no
44,unemployed,married,secondary,1930,no,no,cellular,256,35,19,8,unknown,no
75,admin,single,primary,4495,no,yes,cellular,143,7,208,16,failure,no
22,student,single,tertiary,1167,yes,no,cellular,133,22,171,5,failure,no
91,retired,married,tertiary,295,no,no,cellular,45,40,393,3,unknown,no
26,technician,married,tertiary,1038,yes,yes,unknown,202,34,301,12,unknown,no
94,blue-collar,married,tertiary,494,yes,no,telephone,62,9,362,8,unknown,no
49,admin,divorced,secondary,-3533,no,no,cellular,66,32,381,4,failure,no
89,admin,married,tertiary,-5974,no,yes,cellular,55,35,359,18,unknown,no
71,blue-collar,married,tertiary,4823,no,no,cellular,12,3,204,18,unknown,no
62,management,single,tertiary,-1013,yes,no,cellular,334,21,248,16,unknown,no
44,student,married,secondary,1347,yes,no,cellular,357,13,184,6,unknown,yes
45,unemployed,married,tertiary,-2364,no,no,cellular,231,33,165,11,other,no
35,housemaid,married,tertiary,484,yes,no,unknown,472,36,363,15,success,yes
48,unemployed,married,tertiary,3844,no,yes,cellular,179,10,271,12,unknown,no
58,entrepreneur,married,secondary,-151,no,no,unknown,183,36,352,7,unknown,no
51,retired,married,primary,5273,yes,yes,cellular,393,18,154,11,unknown,yes
24,unemployed,married,secondary,1836,yes,no,cellular,42,31,228,16,unknown,no
22,admin,married,tertiary,1510,yes,no,cellular,102,45,383,15,unknown,no
38,housemaid,married,primary,2367,yes,no,cellular,219,40,367,15,unknown,no
23,management,married,secondary,2206,yes,yes,cellular,56,1,207,9,failure,no
62,retired,married,secondary,3184,yes,no,telephone,46,31,334,0,failure,no
52,technician,married,tertiary,870,no,no,cellular,411,26,79,16,unknown,no
20,blue-collar,married,primary,-1257,no,no,cellular,994,16,133,4,failure,no
50,retired,married,tertiary,5275,yes,no,unknown,87,38,28,3,success,yes
55,student,divorced,secondary,4405,yes,no,cellular,48,12,295,2,unknown,no
33,retired,married,tertiary,2512,no,no,unknown,93,48,326,0,unknown,no
88,housemaid,married,tertiary,4285,yes,no,cellular,65,43,97,7,unknown,no
25,retired,divorced,tertiary,-2226,yes,yes,unknown,310,43,108,18,unknown,no
20,housemaid,married,secondary,-1618,yes,no,unknown,416,29,310,3,success,yes
86,unemployed,married,primary,3081,yes,no,unknown,89,12,99,13,unknown,no
36,admin,married,secondary,-2513,no,no,cellular,164,5,281,19,unknown,no
24,unemployed,divorced,secondary,6839,yes,no,cellular,14,42,25,0,unknown,no
67,housemaid,divorced,tertiary,-634,yes,no,unknown,111,2,394,16,unknown,no
23,entrepreneur,single,secondary,-3024,yes,no,cellular,1,12,245,3,unknown,no
22,management,single,secondary,-801,no,no,cellular,200,14,280,5,unknown,no
78,entrepreneur,single,secondary,-1295,yes,no,cellular,34,47,355,13,unknown,no
75,admin,married,tertiary,1763,yes,no,unknown,378,30,169,12,unknown,yes
39,technician,married,primary,2312,yes,yes,cellular,178,35,175,3,unknown,no
74,unemployed,married,secondary,-1324,no,no,cellular,473,47,1,10,unknown,no
92,retired,married,secondary,1458,yes,no,cellular,500,17,104,17,unknown,yes
49,blue-collar,married,secondary,-992,yes,no,cellular,33,3,91,15,unknown,no
34,retired,single,secondary,4499,no,no,cellular,129,9,256,3,unknown,no
75,retired,divorced,primary,-1782,no,no,cellular,39,7,133,19,unknown,no
58,retired,single,secondary,5913,yes,no,cellular,108,20,39,9,unknown,no
39,unemployed,married,secondary,1219,no,no,unknown,107,12,291,14,unknown,no
59,housemaid,married,tertiary,3490,yes,no,cellular,239,7,256,13,unknown,no
25,blue-collar,married,tertiary,-2153,yes,no,cellular,672,29,14,13,unknown,no
63,technician,divorced,primary,717,no,no,cellular,178,29,192,14,unknown,no
65,retired,married,secondary,7313,no,no,cellular,304,18,338,16,unknown,yes
20,admin,married,tertiary,-181,yes,no,telephone,93,2,24,18,unknown,no
94,retired,married,secondary,2549,yes,no,cellular,13,48,77,2,unknown,no
47,blue-collar,single,tertiary,206,yes,no,unknown,130,11,341,19,unknown,no
45,housemaid,single,primary,25,no,no,cellular,421,26,342,2,unknown,no
90,blue-collar,single,secondary,5057,yes,yes,unknown,49,27,70,1,unknown,no
93,housemaid,single,secondary,5634,no,no,cellular,54,19,289,4,failure,no
42,student,divorced,tertiary,-4209,no,yes,cellular,19,38,266,5,failure,no
54,technician,single,primary,-219,yes,no,cellular,1035,20,335,8,unknown,no
68,entrepreneur,married,secondary,-1678,no,no,cellular,96,24,293,9,unknown,no
56,admin,married,tertiary,2406,yes,yes,telephone,63,39,392,0,unknown,no
89,admin,married,tertiary,2760,yes,no,cellular,470,13,3,2,unknown,yes
84,student,married,secondary,-864,yes,no,unknown,300,6,55,4,unknown,no
18,admin,single,primary,-243,yes,no,cellular,377,40,103,8,failure,no
55,entrepreneur,married,secondary,1950,yes,no,unknown,540,37,290,0,unknown,yes
69,management,single,secondary,616,yes,no,telephone,349,1,150,16,unknown,no
80,management,single,tertiary,4245,yes,no,cellular,763,2,279,7,unknown,yes
69,housemaid,married,tertiary,-781,yes,no,cellular,183,38,373,13,unknown,no
77,technician,married,tertiary,3047,yes,no,unknown,49,41,3,15,unknown,no
30,entrepreneur,married,tertiary,782,no,yes,cellular,32,30,253,8,unknown,no
34,technician,married,secondary,4689,yes,no,cellular,165,24,95,15,unknown,no
47,retired,married,primary,2461,no,no,cellular,80,41,179,15,unknown,no
55,housemaid,single,secondary,-2750,no,no,telephone,25,38,229,15,unknown,no
28,entrepreneur,married,tertiary,-1622,yes,yes,telephone,287,27,353,5,unknown,no
44,blue-collar,married,secondary,-1606,yes,no,cellular,77,30,59,6,unknown,no
55,retired,married,tertiary,698,no,no,cellular,106,9,161,4,unknown,no
45,admin,single,tertiary,447,yes,no,unknown,170,37,286,3,unknown,no
43,technician,divorced,secondary,1763,yes,no,unknown,92,16,35,13,unknown,no
50,management,single,secondary,5727,no,no,cellular,362,35,85,18,unknown,yes
49,student,married,secondary,3210,yes,no,cellular,727,28,34,10,unknown,yes
71,student,married,secondary,819,no,yes,unknown,87,12,169,6,unknown,no
42,retired,divorced,secondary,-488,yes,no,cellular,35,12,14,5,unknown,no
41,management,divorced,secondary,4419,yes,no,cellular,58,9,55,9,unknown,no
57,blue-collar,married,secondary,3449,no,no,cellular,201,29,229,17,unknown,no
44,entrepreneur,single,primary,7050,no,no,cellular,15,21,135,4,unknown,no
63,entrepreneur,single,primary,3839,yes,no,unknown,202,17,227,3,unknown,no
86,management,married,tertiary,986,yes,no,cellular,135,33,356,2,unknown,no
86,blue-collar,married,secondary,4261,yes,no,unknown,8,34,221,4,unknown,no
56,admin,single,primary,6821,no,no,unknown,95,26,242,2,unknown,no
46,housemaid,single,tertiary,-162,no,yes,cellular,47,18,22,13,unknown,no
92,entrepreneur,married,secondary,-863,yes,no,cellular,25,34,234,12,unknown,no
48,entrepreneur,married,secondary,-1755,no,no,unknown,509,38,326,5,unknown,no
82,retired,married,tertiary,1022,yes,no,cellular,61,25,149,12,failure,no
32,unemployed,divorced,secondary,-129,yes,no,telephone,122,34,35,3,unknown,no
91,blue-collar,divorced,primary,1165,yes,no,cellular,170,48,166,0,unknown,no
26,management,single,secondary,750,yes,no,cellular,178,45,91,18,unknown,no
30,blue-collar,married,tertiary,3027,no,no,cellular,86,15,364,4,other,no
62,retired,married,tertiary,4186,yes,no,telephone,56,2,37,12,unknown,no
23,admin,married,tertiary,2420,no,no,unknown,149,23,299,1,failure,no
61,admin,single,tertiary,2051,yes,no,unknown,284,45,148,8,unknown,no
19,unemployed,single,primary,1958,yes,no,cellular,405,6,277,9,unknown,yes
46,management,single,tertiary,-1169,yes,no,cellular,161,39,253,14,unknown,no
65,unemployed,single,secondary,3288,yes,no,unknown,135,19,390,16,unknown,no
29,technician,single,tertiary,2043,yes,no,cellular,608,34,262,19,unknown,yes
84,unemployed,single,tertiary,-5454,yes,no,cellular,40,37,20,19,success,yes
67,unemployed,married,tertiary,2459,yes,no,telephone,3,46,171,17,unknown,no
28,technician,divorced,tertiary,1051,no,no,cellular,122,23,333,14,unknown,no
22,entrepreneur,single,secondary,3074,yes,no,unknown,10,15,297,16,unknown,no
62,student,single,secondary,3117,yes,no,unknown,10,2,134,0,failure,no
91,housemaid,divorced,tertiary,5320,no,yes,cellular,6,38,68,9,failure,no
64,technician,married,tertiary,-701,yes,no,cellular,173,25,356,9,unknown,no
23,student,divorced,secondary,-3202,yes,no,cellular,176,44,146,4,unknown,no
86,unemployed,married,secondary,5650,yes,no,cellular,53,8,88,9,failure,no
80,technician,married,secondary,4457,yes,no,cellular,107,11,395,16,unknown,no
84,entrepreneur,married,tertiary,-591,no,no,unknown,97,29,8,12,failure,no
64,management,married,secondary,35,yes,yes,cellular,122,5,384,13,unknown,no
51,entrepreneur,single,secondary,1713,yes,no,cellular,40,37,51,3,failure,no
29,unemployed,single,secondary,1548,yes,no,telephone,301,20,170,19,unknown,yes
44,admin,married,secondary,-1244,yes,no,unknown,61,12,348,19,unknown,no
86,student,single,tertiary,3685,no,no,cellular,71,16,234,4,failure,no
85,unemployed,married,secondary,2014,no,no,telephone,189,21,338,14,unknown,no
45,entrepreneur,divorced,tertiary,-2784,yes,no,cellular,718,37,270,17,unknown,no
88,student,single,secondary,1622,no,no,cellular,41,21,99,2,failure,no
62,student,single,secondary,3305,no,yes,cellular,79,28,81,14,unknown,no
19,blue-collar,married,primary,-236,no,no,unknown,84,34,190,14,unknown,no
26,management,single,tertiary,719,no,no,unknown,135,8,277,9,unknown,no
48,student,single,primary,1855,yes,yes,cellular,324,46,198,11,unknown,yes
53,blue-collar,married,tertiary,-4319,no,no,cellular,232,31,60,11,unknown,no
32,blue-collar,married,secondary,831,yes,no,unknown,41,21,189,4,unknown,no
79,retired,single,tertiary,2418,no,no,cellular,224,3,261,4,unknown,no
48,blue-collar,single,tertiary,1746,no,no,cellular,24,47,12,7,failure,no
44,admin,married,primary,5490,yes,yes,unknown,38,21,183,12,unknown,no
19,entrepreneur,married,primary,3586,no,no,cellular,90,29,233,7,failure,no
90,admin,single,secondary,184,yes,yes,cellular,76,32,294,3,success,yes
60,retired,married,secondary,1152,yes,no,cellular,366,49,365,12,unknown,yes
18,housemaid,married,primary,2478,yes,no,cellular,1046,26,384,18,unknown,yes
26,blue-collar,married,secondary,-6582,no,no,cellular,40,13,349,9,failure,no
77,student,married,secondary,-3348,yes,yes,unknown,192,15,202,3,unknown,no
19,student,married,secondary,1291,no,no,cellular,157,2,13,18,unknown,no
75,technician,married,tertiary,6848,yes,yes,unknown,264,49,36,18,unknown,no
82,student,married,tertiary,800,yes,no,cellular,216,33,13,18,unknown,no
29,admin,married,secondary,4484,yes,yes,unknown,58,31,111,16,unknown,no
72,entrepreneur,married,secondary,-2883,no,no,cellular,330,1,149,8,unknown,no
27,admin,married,secondary,-6,yes,no,telephone,117,15,286,15,unknown,no
82,blue-collar,married,secondary,-811,yes,no,cellular,486,39,81,9,unknown,no
82,admin,single,tertiary,2291,no,no,cellular,147,15,329,13,unknown,no
78,unemployed,divorced,primary,4057,yes,no,unknown,61,20,151,14,failure,no
92,student,single,secondary,768,yes,no,unknown,407,7,279,16,unknown,no
86,unemployed,married,primary,271,yes,no,cellular,315,36,159,19,unknown,no
52,technician,single,primary,5535,yes,no,unknown,528,43,356,2,unknown,yes
28,blue-collar,single,primary,7999,yes,no,cellular,403,12,181,6,unknown,yes
85,admin,single,primary,126,yes,no,unknown,50,13,33,5,failure,no
55,management,married,tertiary,1151,no,no,cellular,304,5,116,7,unknown,yes
56,student,divorced,primary,2220,no,no,unknown,162,43,375,7,unknown,no
38,blue-collar,married,secondary,2616,no,no,cellular,92,6,329,18,failure,no
53,housemaid,single,secondary,2126,yes,no,cellular,1,5,287,19,failure,no
89,student,married,secondary,-4653,yes,yes,unknown,215,45,302,7,unknown,no
37,unemployed,single,tertiary,2701,yes,no,unknown,346,39,126,8,unknown,yes
60,retired,married,secondary,7266,yes,no,cellular,166,43,203,4,unknown,no
38,student,married,secondary,-3460,yes,no,cellular,66,47,40,13,unknown,no
52,technician,married,secondary,-3393,yes,no,unknown,10,6,343,19,unknown,no
81,technician,married,tertiary,-2443,yes,no,cellular,193,6,33,9,failure,no
49,unemployed,married,secondary,3316,yes,no,cellular,93,11,46,19,unknown,no
53,blue-collar,married,secondary,-3970,yes,no,unknown,123,27,19,11,unknown,no
86,student,married,secondary,4867,yes,no,cellular,149,16,348,18,unknown,no
69,blue-collar,single,secondary,-1770,no,yes,cellular,263,45,271,3,unknown,no
21,student,married,secondary,3891,no,no,unknown,138,3,371,7,unknown,no
24,unemployed,married,secondary,-327,no,yes,cellular,134,22,105,7,failure,no
88,housemaid,married,tertiary,-778,no,no,cellular,118,32,392,19,unknown,no
41,management,single,tertiary,2912,no,no,unknown,100,25,363,2,unknown,no
38,management,married,secondary,3167,yes,no,unknown,175,18,179,5,unknown,no
74,blue-collar,married,tertiary,-884,yes,no,cellular,4,19,386,17,unknown,no
90,entrepreneur,married,tertiary,2209,no,no,cellular,231,48,167,17,failure,no
36,admin,married,primary,3414,no,yes,unknown,68,30,-1,4,unknown,no
45,entrepreneur,single,secondary,-4221,yes,no,cellular,83,35,262,2,unknown,no
49,management,single,secondary,1214,yes,no,cellular,171,46,222,13,success,yes
51,unemployed,married,secondary,1160,yes,yes,cellular,51,27,232,18,unknown,no
33,admin,married,primary,-4112,yes,no,telephone,193,18,396,8,unknown,no
55,retired,divorced,secondary,1399,no,no,cellular,24,13,311,0,unknown,no
92,blue-collar,single,tertiary,1252,yes,no,unknown,188,44,277,5,unknown,no
21,retired,married,tertiary,3908,no,yes,cellular,227,31,15,17,failure,no
73,retired,married,tertiary,2828,no,no,cellular,216,3,277,4,unknown,no
57,admin,married,tertiary,5655,yes,no,unknown,267,31,261,15,failure,no
67,management,divorced,tertiary,2543,yes,no,unknown,130,24,116,10,unknown,no
57,blue-collar,married,primary,-1513,yes,no,unknown,360,37,237,17,unknown,no
66,admin,single,secondary,63,yes,no,cellular,47,22,-1,12,unknown,no
65,unemployed,married,tertiary,4436,yes,no,telephone,87,33,1,12,unknown,no
23,retired,married,secondary,3889,yes,no,cellular,564,45,218,12,success,yes
22,admin,single,tertiary,3639,yes,no,unknown,280,15,69,10,unknown,no
62,unemployed,married,secondary,3944,no,no,cellular,244,38,193,12,unknown,no
33,unemployed,married,secondary,2367,no,yes,unknown,223,42,36,8,unknown,no
34,student,married,tertiary,1880,yes,no,cellular,21,14,201,0,unknown,no
76,unemployed,single,secondary,949,no,yes,cellular,541,48,16,5,unknown,no
73,admin,married,secondary,4540,yes,no,unknown,62,15,144,1,unknown,no
52,entrepreneur,single,tertiary,2393,yes,no,cellular,28,29,5,11,unknown,no
25,technician,single,secondary,-4632,no,yes,cellular,3,26,384,13,failure,no
78,entrepreneur,married,secondary,2573,yes,no,telephone,88,22,211,17,failure,no
44,technician,single,tertiary,4161,no,yes,cellular,200,4,273,11,unknown,no
37,entrepreneur,divorced,secondary,-1183,yes,yes,cellular,89,33,136,18,unknown,no
74,housemaid,married,secondary,-212,yes,no,cellular,297,5,31,15,unknown,no
87,housemaid,married,tertiary,1463,yes,no,cellular,36,28,144,19,failure,no
40,management,married,secondary,5641,yes,yes,cellular,33,49,48,13,unknown,no
93,housemaid,married,primary,461,yes,no,cellular,55,35,140,18,unknown,no
19,student,married,secondary,500,yes,no,cellular,10,42,-1,16,unknown,no
44,housemaid,married,secondary,2888,yes,no,cellular,328,32,364,9,unknown,yes
49,admin,married,primary,2042,no,no,unknown,26,29,37,3,unknown,no
67,management,married,secondary,-582,yes,yes,cellular,86,46,235,15,unknown,no
81,technician,single,secondary,1568,no,no,telephone,111,24,37,0,failure,no
57,retired,single,secondary,1588,yes,no,cellular,48,30,35,1,unknown,no
50,housemaid,divorced,tertiary,5228,no,no,unknown,388,9,201,12,unknown,yes
46,housemaid,married,tertiary,-1424,no,no,cellular,239,48,98,9,unknown,no
50,admin,married,tertiary,1670,no,yes,cellular,5,18,281,17,unknown,no
34,admin,married,secondary,3097,yes,no,cellular,103,11,303,0,unknown,no
91,entrepreneur,married,tertiary,4653,yes,no,cellular,26,22,352,5,unknown,no
82,housemaid,divorced,primary,-378,no,no,unknown,183,37,167,3,unknown,no
60,housemaid,single,secondary,7024,yes,no,cellular,122,23,199,12,failure,no
