word_freq_make,word_freq_address,word_freq_all,word_freq_3d,word_freq_our,word_freq_over,word_freq_remove,word_freq_free,word_freq_money,capital_run_longest,capital_run_total,is_spam
0.04,0.208,0.066,0.009,0.135,0.059,0.031,0.089,0.019,5,21,ham
0.062,0.154,0.315,0.014,0.014,0.08,0.044,0.212,0.115,0,194,spam
0.023,0.012,0.134,0.028,1.055,0.07,0.013,0.34,0.001,9,150,spam
0.036,0.048,0.263,0.02,0.475,0.163,0.233,0.158,0.037,1,249,spam
0.022,0.149,0.096,0.044,0.088,0.031,0.016,0.029,0.073,6,86,ham
0.149,0.054,0.085,0.021,0.158,0.019,0.076,0.118,0.041,5,31,spam
0.125,0.359,0.368,0.025,0.595,0.14,0.019,0.027,0.118,0,54,ham
0.101,0.133,0.007,0.099,0.133,0.054,0.019,0.018,0.074,1,230,ham
0.049,0.002,0.736,0.108,0.251,0.245,0.005,0.178,0.321,2,130,spam
0.24,0.212,0.209,0.088,0.23,0.103,0.041,0.626,0.044,11,156,spam
0.349,0.011,0.113,0.1,0.154,0.083,0.014,0.364,0.128,3,78,spam
0.019,0.015,0.198,0.042,0.306,0.007,0.008,0.298,0.181,12,362,spam
0.025,0.133,0.026,0.052,0.192,0.131,0.013,0.26,0.029,0,1503,spam
0.075,0.2,0.144,0.041,0.006,0.116,0.014,0.455,0.14,0,75,spam
0.01,0.077,0.841,0.077,0.505,0.102,0.035,0.28,0.05,15,254,spam
0.057,0.034,0.054,0.04,0.036,0.031,0.024,0.197,0.014,6,38,spam
0.087,0.043,0.256,0.006,0.187,0.293,0.004,0.091,0.0,8,271,ham
0.074,0.042,0.114,0.083,0.26,0.039,0.038,0.021,0.136,12,113,spam
0.04,0.04,0.211,0.071,0.367,0.017,0.077,0.124,0.021,21,186,spam
0.078,0.028,0.046,0.086,0.159,0.436,0.043,0.517,0.005,1,54,spam
0.319,0.094,0.127,0.011,0.399,0.137,0.184,0.175,0.069,1,382,spam
0.023,0.231,0.783,0.016,0.042,0.054,0.005,0.041,0.043,1,38,ham
0.106,0.037,0.043,0.018,0.318,0.275,0.086,0.209,0.118,9,528,spam
0.004,0.021,0.202,0.035,0.525,0.01,0.035,0.125,0.011,2,13,ham
0.007,0.182,0.171,0.007,0.661,0.009,0.037,0.536,0.014,4,68,spam
0.08,0.135,0.167,0.024,0.26,0.115,0.037,0.035,0.052,10,166,spam
0.011,0.267,0.191,0.01,0.113,0.02,0.02,0.249,0.073,6,391,spam
0.002,0.018,0.14,0.015,0.054,0.249,0.02,0.229,0.174,0,172,spam
0.019,0.016,0.003,0.061,0.127,0.183,0.05,0.821,0.088,3,49,spam
0.083,0.078,0.461,0.096,0.233,0.037,0.002,0.166,0.233,0,392,spam
0.122,0.095,0.351,0.001,0.066,0.22,0.044,0.41,0.025,3,181,spam
0.023,0.065,0.038,0.042,0.914,0.004,0.064,0.005,0.091,1,53,ham
0.11,0.091,0.107,0.002,0.682,0.08,0.022,0.026,0.106,0,165,ham
0.02,0.02,0.294,0.004,0.01,0.274,0.012,0.085,0.129,8,225,spam
0.095,0.065,0.783,0.061,0.248,0.193,0.012,0.193,0.448,17,228,spam
0.053,0.107,0.604,0.067,0.467,0.044,0.004,0.119,0.063,17,257,ham
0.106,0.057,0.459,0.084,0.084,0.02,0.005,0.045,0.046,2,452,ham
0.531,0.114,0.034,0.032,0.223,0.024,0.009,0.178,0.191,9,348,spam
0.278,0.06,0.492,0.098,0.156,0.072,0.001,0.167,0.019,6,187,ham
0.0,0.041,0.421,0.009,0.066,0.091,0.015,0.149,0.004,8,7,spam
0.217,0.036,0.095,0.014,0.286,0.003,0.018,0.019,0.059,9,277,ham
0.007,0.053,0.1,0.007,1.52,0.053,0.267,0.524,0.028,20,737,spam
0.306,0.002,0.123,0.08,0.136,0.177,0.24,0.179,0.051,1,73,spam
0.033,0.11,0.214,0.013,0.241,0.059,0.01,0.061,0.427,7,187,spam
0.048,0.187,0.06,0.008,0.119,0.019,0.012,0.233,0.043,7,293,ham
0.01,0.044,0.005,0.049,0.629,0.31,0.034,0.077,0.123,2,204,ham
0.012,0.005,0.03,0.004,0.6,0.031,0.008,0.141,0.029,2,512,ham
0.13,0.433,0.116,0.002,0.059,0.16,0.035,0.083,0.036,1,128,ham
0.289,0.031,0.066,0.006,0.691,0.022,0.025,0.425,0.028,12,152,spam
0.094,0.014,0.289,0.0,0.049,0.055,0.02,1.023,0.085,11,8,spam
0.126,0.046,0.023,0.06,0.03,0.067,0.086,0.035,0.026,5,461,ham
0.144,0.134,0.499,0.041,0.317,0.069,0.088,0.005,0.127,4,61,ham
0.03,0.035,0.451,0.012,0.146,0.073,0.221,0.05,0.114,1,767,spam
0.005,0.085,0.479,0.013,0.227,0.025,0.013,0.178,0.055,8,45,spam
0.0,0.054,0.269,0.083,0.317,0.073,0.11,0.038,0.003,0,58,ham
0.043,0.013,0.023,0.035,0.016,0.066,0.039,0.334,0.002,3,133,spam
0.028,0.04,0.115,0.06,0.104,0.023,0.045,0.105,0.076,10,216,ham
0.006,0.129,0.028,0.03,0.185,0.444,0.113,0.189,0.183,5,116,spam
0.02,0.095,0.88,0.014,0.093,0.201,0.143,0.122,0.091,5,87,spam
0.013,0.013,0.081,0.176,0.015,0.219,0.065,0.467,0.057,0,155,spam
0.246,0.018,0.176,0.042,0.027,0.116,0.021,0.007,0.214,2,635,spam
0.015,0.102,0.302,0.007,0.485,0.017,0.034,0.261,0.022,6,654,spam
0.077,0.168,0.507,0.026,0.727,0.084,0.048,0.211,0.045,0,80,spam
0.09,0.043,0.282,0.02,0.05,0.172,0.088,0.21,0.083,2,228,spam
0.078,0.09,0.224,0.012,0.086,0.004,0.054,0.107,0.034,2,256,spam
0.01,0.019,0.125,0.135,0.317,0.068,0.023,0.003,0.608,3,212,spam
0.038,0.037,0.186,0.106,0.926,0.05,0.027,0.234,0.06,2,24,ham
0.005,0.002,0.02,0.011,0.107,0.024,0.003,0.354,0.005,3,155,spam
0.05,0.146,0.431,0.022,0.58,0.048,0.129,0.018,0.019,4,288,ham
0.021,0.051,0.157,0.072,0.212,0.41,0.005,0.117,0.076,1,45,ham
0.082,0.169,0.008,0.012,0.941,0.128,0.043,0.035,0.08,1,86,ham
0.118,0.123,0.505,0.045,0.044,0.036,0.103,0.189,0.414,9,46,spam
0.076,0.176,0.134,0.06,1.091,0.093,0.027,0.308,0.092,3,436,spam
0.057,0.034,0.406,0.053,0.174,0.028,0.081,0.22,0.11,2,391,spam
0.049,0.02,0.389,0.061,0.917,0.094,0.081,0.077,0.024,3,37,spam
0.184,0.357,0.338,0.061,0.184,0.226,0.003,0.03,0.011,1,286,ham
0.025,0.126,0.013,0.167,0.227,0.081,0.027,0.316,0.092,1,91,spam
0.133,0.18,0.057,0.021,0.49,0.132,0.059,0.078,0.2,4,232,spam
0.142,0.001,0.417,0.105,0.385,0.06,0.027,0.004,0.089,2,136,ham
0.054,0.044,0.459,0.001,0.29,0.074,0.039,0.169,0.058,3,128,ham
0.035,0.136,0.123,0.017,0.162,0.119,0.045,0.057,0.086,1,426,ham
0.064,0.008,0.116,0.002,0.472,0.167,0.008,0.368,0.063,1,203,spam
0.01,0.084,0.039,0.053,0.888,0.108,0.027,0.031,0.015,2,54,ham
0.005,0.056,0.691,0.005,0.003,0.379,0.001,0.114,0.135,2,23,spam
0.012,0.002,0.048,0.093,0.266,0.171,0.008,0.058,0.076,11,542,ham
0.021,0.027,0.042,0.052,0.603,0.15,0.036,0.234,0.051,0,33,spam
0.07,0.034,0.216,0.001,0.318,0.186,0.043,0.159,0.082,25,265,spam
0.189,0.012,0.056,0.063,0.484,0.033,0.008,0.313,0.028,16,137,spam
0.027,0.1,0.559,0.099,0.676,0.057,0.07,0.123,0.056,4,30,spam
0.274,0.028,0.002,0.054,0.417,0.083,0.023,0.001,0.097,6,300,ham
0.31,0.033,0.001,0.002,0.379,0.062,0.127,0.048,0.026,14,470,ham
0.319,0.229,0.141,0.098,1.004,0.188,0.025,1.416,0.138,1,26,spam
0.182,0.063,0.134,0.066,0.598,0.003,0.008,0.104,0.074,2,14,ham
0.045,0.05,0.036,0.024,0.507,0.023,0.071,0.194,0.198,1,379,spam
0.008,0.129,0.136,0.02,0.027,0.213,0.042,0.471,0.188,4,139,spam
0.084,0.24,0.106,0.033,0.082,0.006,0.024,0.004,0.068,1,225,ham
0.082,0.003,0.442,0.101,0.244,0.026,0.022,0.216,0.022,13,116,spam
0.19,0.059,0.002,0.015,0.371,0.043,0.008,0.068,0.133,3,106,ham
0.552,0.094,0.748,0.005,0.108,0.139,0.021,0.065,0.054,13,71,spam
0.071,0.038,0.196,0.1,0.029,0.082,0.001,0.051,0.09,1,166,ham
0.042,0.148,0.033,0.001,0.112,0.309,0.035,0.346,0.011,6,35,spam
0.021,0.356,0.01,0.121,0.442,0.026,0.114,0.093,0.1,5,253,spam
0.0,0.287,0.154,0.018,0.63,0.206,0.079,0.014,0.047,3,159,ham
0.071,0.031,0.054,0.035,0.732,0.033,0.001,0.02,0.041,11,376,ham
0.081,0.026,0.072,0.007,0.143,0.028,0.107,0.032,0.391,3,508,spam
0.174,0.316,0.056,0.116,0.14,0.069,0.03,0.458,0.057,1,462,spam
0.07,0.061,0.21,0.069,0.157,0.007,0.011,0.112,0.113,19,184,spam
0.248,0.023,0.161,0.129,0.141,0.049,0.07,0.496,0.099,3,77,spam
0.099,0.123,0.016,0.057,0.329,0.044,0.019,0.34,0.011,1,88,spam
0.183,0.033,0.15,0.01,0.133,0.017,0.015,0.364,0.138,2,211,spam
0.016,0.031,0.313,0.018,0.006,0.197,0.009,0.068,0.039,5,249,ham
0.193,0.211,0.017,0.033,0.173,0.049,0.033,0.063,0.16,4,35,ham
0.112,0.018,0.441,0.047,0.076,0.401,0.005,0.164,0.094,5,1238,spam
0.019,0.007,0.173,0.13,0.009,0.23,0.077,0.108,0.038,5,23,spam
0.021,0.031,0.602,0.024,0.191,0.022,0.032,0.142,0.044,1,187,spam
0.261,0.093,0.032,0.061,0.069,0.07,0.03,0.011,0.131,2,151,ham
0.003,0.013,1.009,0.162,0.181,0.092,0.0,0.712,0.08,7,179,spam
0.062,0.064,0.207,0.008,0.098,0.171,0.085,0.012,0.11,5,153,spam
0.038,0.099,0.168,0.099,0.278,0.217,0.034,0.039,0.017,0,12,ham
0.109,0.189,0.145,0.027,1.409,0.098,0.029,0.227,0.155,2,1101,spam
0.183,0.026,0.005,0.066,0.238,0.004,0.072,0.034,0.039,13,796,ham
0.045,0.17,0.561,0.017,0.312,0.066,0.003,0.023,0.097,10,149,ham
0.056,0.027,0.207,0.02,0.755,0.216,0.023,0.033,0.012,6,47,ham
0.401,0.113,0.019,0.001,0.141,0.125,0.043,0.013,0.039,0,40,ham
0.153,0.056,0.004,0.178,0.055,0.204,0.031,0.058,0.105,5,12,spam
0.228,0.012,0.01,0.084,0.1,0.112,0.01,0.063,0.032,0,189,ham
0.058,0.125,0.188,0.005,0.155,0.005,0.018,0.138,0.212,5,130,spam
0.027,0.025,0.19,0.381,0.311,0.344,0.018,0.116,0.108,7,108,ham
0.053,0.019,0.138,0.046,0.001,0.25,0.241,0.128,0.204,3,149,spam
0.126,0.044,0.073,0.096,0.576,0.014,0.02,0.191,0.05,0,412,ham
0.012,0.106,0.152,0.003,0.024,0.012,0.011,0.053,0.003,5,15,ham
0.032,0.027,0.145,0.025,0.693,0.077,0.086,0.029,0.086,9,157,ham
0.005,0.02,0.004,0.055,0.895,0.141,0.027,0.422,0.041,4,241,spam
0.057,0.001,0.066,0.006,1.385,0.048,0.029,0.201,0.059,6,706,spam
0.176,0.064,0.011,0.034,0.497,0.015,0.04,0.013,0.114,0,269,ham
0.002,0.056,0.461,0.029,0.046,0.071,0.045,0.649,0.121,6,159,spam
0.112,0.027,0.258,0.012,0.367,0.041,0.045,0.236,0.003,5,291,spam
0.27,0.006,1.11,0.018,0.068,0.043,0.002,0.033,0.147,2,1166,ham
0.027,0.056,0.072,0.171,0.682,0.104,0.085,0.696,0.068,6,439,spam
0.118,0.155,0.422,0.017,0.114,0.217,0.011,0.091,0.081,5,19,ham
0.369,0.126,0.185,0.012,0.119,0.082,0.017,0.834,0.035,5,171,spam
0.328,0.197,0.121,0.038,0.749,0.116,0.01,0.022,0.055,1,309,ham
0.027,0.001,0.05,0.056,0.004,0.108,0.073,0.035,0.124,2,223,spam
0.011,0.339,0.268,0.065,0.065,0.08,0.044,0.214,0.15,24,108,spam
0.016,0.042,0.469,0.07,0.164,0.037,0.07,0.004,0.049,3,78,ham
0.121,0.465,0.054,0.002,0.362,0.047,0.053,0.004,0.117,0,197,ham
0.129,0.029,0.039,0.025,0.313,0.038,0.005,0.314,0.03,11,106,spam
0.112,0.064,0.238,0.074,0.332,0.249,0.018,0.037,0.178,1,100,ham
0.041,0.044,0.754,0.118,0.636,0.175,0.035,0.502,0.094,3,362,spam
0.019,0.044,0.277,0.046,0.039,0.087,0.018,0.111,0.149,2,76,spam
0.087,0.185,0.067,0.003,0.222,0.243,0.012,0.414,0.065,17,207,spam
0.066,0.137,0.109,0.025,0.388,0.218,0.102,0.108,0.026,2,413,ham
0.131,0.485,0.097,0.004,0.303,0.263,0.069,0.151,0.056,6,194,spam
0.058,0.095,0.382,0.069,0.178,0.025,0.021,0.076,0.048,5,136,spam
0.041,0.062,0.295,0.003,0.005,0.126,0.072,0.215,0.04,0,7,spam
0.035,0.009,0.178,0.01,0.019,0.094,0.049,0.077,0.024,2,229,ham
0.024,0.567,0.064,0.027,0.038,0.132,0.0,0.051,0.142,2,1200,ham
0.031,0.08,0.556,0.031,0.126,0.031,0.024,0.017,0.009,23,331,ham
0.01,0.121,0.212,0.026,0.038,0.119,0.017,0.012,0.219,8,201,ham
0.043,0.052,0.705,0.031,0.167,0.053,0.012,0.073,0.019,10,127,ham
0.004,0.079,0.174,0.062,0.059,0.18,0.014,0.267,0.391,2,51,spam
0.021,0.286,0.344,0.023,0.453,0.159,0.143,0.046,0.446,2,236,spam
0.137,0.018,0.335,0.04,0.616,0.024,0.033,0.071,0.051,4,39,ham
0.039,0.035,0.082,0.018,0.148,0.02,0.094,0.471,0.441,5,436,spam
0.11,0.016,0.665,0.022,0.215,0.126,0.012,0.204,0.203,7,87,spam
0.126,0.157,0.004,0.048,0.92,0.08,0.01,0.504,0.009,9,102,spam
0.087,0.006,0.293,0.034,0.23,0.081,0.11,0.484,0.294,10,49,spam
0.319,0.009,0.674,0.064,1.594,0.14,0.034,0.013,0.004,0,131,ham
0.002,0.035,0.083,0.041,0.046,0.193,0.113,0.62,0.02,8,228,spam
0.134,0.072,0.209,0.081,0.595,0.027,0.003,0.011,0.088,5,72,ham
0.319,0.052,0.165,0.029,0.206,0.081,0.124,0.52,0.008,4,242,spam
0.198,0.005,0.287,0.034,0.007,0.177,0.027,0.158,0.018,5,194,spam
0.018,0.316,0.402,0.055,1.075,0.206,0.008,0.152,0.307,11,93,spam
0.04,0.305,0.185,0.013,1.006,0.034,0.058,0.25,0.524,4,75,spam
0.019,0.033,0.338,0.024,0.145,0.011,0.08,0.423,0.16,1,395,spam
0.092,0.131,0.075,0.049,0.925,0.027,0.002,0.192,0.072,3,2,spam
0.125,0.086,0.052,0.001,0.046,0.291,0.218,0.111,0.231,13,252,spam
0.038,0.027,0.113,0.029,0.342,0.062,0.06,0.024,0.012,8,108,ham
0.078,0.03,0.226,0.046,0.064,0.054,0.019,0.311,0.286,1,253,spam
0.117,0.068,0.041,0.171,0.085,0.001,0.008,0.027,0.043,6,142,ham
0.055,0.054,0.228,0.105,0.453,0.005,0.025,0.259,0.198,1,18,spam
0.192,0.034,0.1,0.016,0.142,0.11,0.012,0.15,0.11,2,804,spam
0.148,0.165,0.318,0.035,0.002,0.089,0.034,0.097,0.323,3,18,spam
0.007,0.066,0.008,0.003,0.16,0.086,0.076,0.19,0.2,3,34,spam
0.097,0.106,0.221,0.014,0.078,0.012,0.054,0.296,0.219,0,109,spam
0.027,0.021,0.21,0.075,0.345,0.043,0.029,0.567,0.1,7,579,spam
0.082,0.076,0.566,0.007,0.065,0.167,0.006,0.061,0.179,9,69,spam
0.314,0.038,0.25,0.015,0.554,0.019,0.158,0.588,0.142,4,168,spam
0.211,0.075,0.318,0.144,0.093,0.214,0.016,0.649,0.018,1,147,spam
0.052,0.152,0.47,0.087,0.15,0.013,0.016,0.336,0.105,1,80,spam
0.034,0.146,0.225,0.076,0.106,0.019,0.052,0.426,0.016,1,238,spam
0.027,0.044,0.069,0.1,0.31,0.065,0.074,0.236,0.204,1,139,spam
0.076,0.119,0.408,0.069,0.032,0.291,0.207,0.008,0.007,10,173,spam
0.012,0.284,0.275,0.006,0.195,0.04,0.174,0.171,0.435,3,47,spam
0.08,0.098,0.11,0.036,0.122,0.107,0.123,0.275,0.051,1,522,spam
0.0,0.016,0.248,0.029,0.647,0.089,0.029,0.568,0.019,1,23,spam
0.039,0.114,0.405,0.019,0.023,0.016,0.009,0.169,0.274,15,234,spam
0.025,0.011,0.743,0.09,0.531,0.029,0.044,0.316,0.005,4,434,spam
0.355,0.206,0.609,0.031,0.055,0.266,0.001,0.244,0.064,4,18,spam
0.13,0.073,0.079,0.003,0.028,0.02,0.011,0.066,0.147,4,6,ham
0.043,0.049,0.11,0.016,0.068,0.119,0.0,0.034,0.038,1,81,ham
0.01,0.006,0.023,0.013,0.032,0.334,0.01,0.278,0.075,18,312,spam
0.073,0.048,0.057,0.109,0.221,0.013,0.032,0.053,0.121,0,253,ham
0.024,0.234,0.428,0.052,1.332,0.051,0.025,0.056,0.304,6,345,spam
0.077,0.002,0.09,0.041,0.01,0.025,0.023,0.207,0.011,0,101,spam
0.18,0.064,0.194,0.035,0.185,0.025,0.089,0.311,0.017,3,1015,spam
0.096,0.268,0.219,0.053,0.146,0.013,0.056,0.175,0.071,11,91,spam
0.1,0.05,0.304,0.07,0.124,0.105,0.138,0.433,0.054,7,327,spam
0.078,0.056,0.04,0.04,0.121,0.137,0.029,0.048,0.053,2,86,ham
0.262,0.086,0.073,0.139,0.676,0.113,0.016,0.058,0.035,4,49,ham
0.269,0.062,0.119,0.188,0.006,0.259,0.007,0.203,0.082,1,82,ham
0.072,0.018,0.091,0.268,0.447,0.016,0.056,0.354,0.215,16,43,spam
0.036,0.002,0.814,0.055,0.087,0.039,0.092,0.155,0.018,6,28,spam
0.062,0.094,0.36,0.135,0.145,0.042,0.01,0.002,0.024,2,90,ham
0.021,0.254,0.131,0.026,0.163,0.026,0.105,0.226,0.111,2,32,spam
0.101,0.011,0.423,0.098,0.109,0.015,0.037,0.336,0.006,1,140,spam
0.069,0.024,0.085,0.12,0.029,0.067,0.008,0.065,0.112,8,7,spam
0.011,0.046,0.308,0.117,0.036,0.18,0.051,0.011,0.038,3,113,ham
0.022,0.165,0.051,0.089,0.106,0.309,0.037,0.146,0.044,2,634,ham
0.065,0.031,0.296,0.026,0.517,0.014,0.001,0.009,0.052,12,89,ham
0.219,0.214,0.122,0.009,0.043,0.173,0.025,0.108,0.043,1,30,ham
0.084,0.006,0.023,0.02,0.407,0.174,0.077,0.004,0.184,2,73,spam
0.114,0.283,0.064,0.073,0.102,0.049,0.041,0.051,0.292,2,313,spam
0.041,0.082,0.103,0.013,0.645,0.012,0.017,0.098,0.079,2,75,ham
0.085,0.108,0.277,0.033,0.168,0.461,0.132,0.024,0.087,4,97,ham
0.059,0.046,0.015,0.042,0.057,0.107,0.014,0.024,0.007,5,311,ham
0.108,0.152,0.215,0.046,1.277,0.403,0.015,0.351,0.125,0,60,spam
0.005,0.018,0.252,0.137,0.058,0.066,0.022,0.008,0.088,1,130,ham
0.068,0.005,0.212,0.054,0.252,0.05,0.112,0.234,0.005,1,13,spam
0.035,0.05,0.286,0.077,0.253,0.028,0.035,0.337,0.022,0,38,spam
0.039,0.192,0.039,0.044,0.14,0.411,0.057,0.028,0.023,1,47,ham
0.324,0.141,0.177,0.09,0.908,0.029,0.187,0.043,0.019,1,125,spam
0.02,0.073,0.567,0.015,0.557,0.002,0.076,0.205,0.107,2,344,spam
0.037,0.085,0.189,0.012,0.531,0.072,0.009,0.076,0.264,8,88,spam
0.071,0.014,0.189,0.13,1.097,0.047,0.078,0.129,0.144,1,96,spam
0.199,0.184,0.267,0.059,0.183,0.03,0.069,0.362,0.065,6,72,spam
0.054,0.155,0.081,0.056,0.031,0.101,0.013,0.03,0.052,0,77,ham
0.136,0.107,0.241,0.031,0.435,0.045,0.02,0.193,0.049,5,103,spam
0.194,0.063,0.496,0.024,0.144,0.051,0.062,0.571,0.092,8,459,spam
0.037,0.334,0.002,0.041,0.063,0.002,0.014,0.012,0.045,5,5,ham
0.05,0.211,0.408,0.006,0.198,0.089,0.012,0.012,0.026,1,196,ham
0.044,0.103,0.049,0.03,0.78,0.013,0.061,0.162,0.092,2,437,spam
0.179,0.046,0.122,0.03,0.056,0.024,0.106,0.644,0.05,8,108,spam
0.005,0.096,0.383,0.039,0.567,0.126,0.004,0.05,0.001,3,210,ham
0.037,0.086,0.347,0.05,0.162,0.038,0.03,0.08,0.002,1,176,ham
0.114,0.05,0.445,0.158,0.044,0.018,0.047,0.021,0.032,13,83,ham
0.083,0.037,0.564,0.053,0.566,0.086,0.056,0.09,0.072,5,30,spam
0.057,0.052,0.119,0.108,1.048,0.024,0.279,0.009,0.044,8,50,spam
0.078,0.085,0.214,0.041,0.103,0.032,0.057,0.099,0.002,0,12,ham
0.022,0.056,0.099,0.049,0.109,0.097,0.048,0.162,0.025,2,289,spam
0.056,0.031,0.086,0.004,0.149,0.135,0.229,0.738,0.01,3,152,spam
0.07,0.143,0.113,0.007,0.505,0.135,0.003,0.341,0.297,4,308,spam
0.231,0.076,0.272,0.043,0.003,0.066,0.004,0.345,0.038,1,69,spam
0.03,0.007,0.139,0.025,0.076,0.061,0.041,0.052,0.001,3,327,ham
0.202,0.046,0.336,0.08,0.367,0.155,0.022,0.018,0.108,6,74,ham
0.103,0.216,0.273,0.039,0.156,0.021,0.005,0.185,0.026,2,26,ham
0.002,0.141,0.004,0.107,0.12,0.017,0.018,0.147,0.084,6,153,ham
0.129,0.039,0.199,0.179,0.617,0.109,0.056,0.145,0.016,2,581,spam
0.004,0.278,0.115,0.008,0.748,0.053,0.106,0.023,0.414,3,107,spam
0.595,0.008,0.122,0.025,0.887,0.124,0.005,0.136,0.352,1,145,spam
0.206,0.325,0.341,0.055,0.095,0.03,0.039,0.033,0.107,5,120,ham
0.035,0.028,0.159,0.018,0.731,0.039,0.018,0.11,0.123,1,122,spam
0.03,0.001,0.434,0.016,0.401,0.227,0.055,0.013,0.055,9,48,ham
0.048,0.057,0.25,0.084,0.05,0.055,0.04,0.389,0.327,4,110,spam
0.044,0.044,0.161,0.197,0.283,0.089,0.131,0.003,0.055,4,137,spam
0.047,0.077,0.281,0.074,0.008,0.011,0.002,0.56,0.027,12,273,spam
0.038,0.159,0.008,0.037,0.37,0.02,0.032,0.397,0.012,1,30,spam
0.097,0.185,0.005,0.029,0.397,0.004,0.011,0.279,0.023,4,170,spam
0.018,0.051,0.017,0.039,0.467,0.055,0.038,0.81,0.085,2,217,spam
0.187,0.056,0.115,0.031,0.057,0.45,0.096,0.011,0.028,17,97,spam
0.167,0.016,0.054,0.035,0.297,0.207,0.121,0.205,0.106,8,159,spam
0.065,0.005,0.83,0.011,0.059,0.1,0.025,0.378,0.048,7,248,spam
0.192,0.103,0.156,0.117,0.879,0.197,0.084,0.027,0.218,1,125,spam
0.028,0.007,0.217,0.07,0.337,0.09,0.016,0.176,0.082,1,81,ham
0.002,0.132,0.065,0.057,0.03,0.046,0.0,0.1,0.097,0,348,ham
0.097,0.077,0.078,0.15,0.062,0.019,0.097,0.114,0.081,5,899,spam
0.061,0.022,0.082,0.017,0.327,0.106,0.006,0.487,0.217,2,49,spam
0.084,0.078,0.24,0.004,0.194,0.021,0.001,0.155,0.007,2,440,ham
0.23,0.02,0.128,0.087,0.4,0.054,0.022,0.02,0.007,5,158,ham
0.35,0.058,0.146,0.322,0.099,0.175,0.024,0.554,0.121,9,119,spam
0.101,0.161,0.179,0.043,0.322,0.014,0.004,0.041,0.146,1,447,ham
0.144,0.062,0.293,0.003,0.058,0.014,0.084,0.446,0.057,13,482,spam
0.009,0.016,0.019,0.076,0.235,0.025,0.026,0.708,0.043,0,64,spam
0.018,0.129,0.3,0.004,0.95,0.08,0.034,0.42,0.033,0,89,spam
0.132,0.021,0.166,0.039,0.297,0.029,0.015,0.226,0.027,9,382,spam
0.056,0.134,0.221,0.016,0.015,0.07,0.036,0.272,0.243,3,135,spam
0.059,0.065,0.079,0.123,1.347,0.036,0.073,0.241,0.035,14,68,spam
0.037,0.06,0.105,0.03,0.051,0.071,0.118,0.123,0.104,3,655,spam
0.093,0.191,0.053,0.114,0.38,0.033,0.176,0.064,0.155,13,49,spam
0.02,0.123,0.776,0.018,0.228,0.391,0.028,0.067,0.002,1,188,ham
0.099,0.003,0.137,0.024,0.105,0.068,0.23,0.263,0.003,5,112,spam
0.019,0.035,1.108,0.147,0.059,0.136,0.017,0.197,0.041,26,120,spam
0.007,0.205,0.135,0.011,0.059,0.121,0.0,0.176,0.119,2,22,ham
0.04,0.002,0.05,0.043,0.586,0.067,0.073,0.211,0.03,0,59,spam
0.026,0.079,0.142,0.025,0.619,0.027,0.01,0.298,0.0,0,37,spam
0.22,0.13,0.008,0.074,0.188,0.071,0.003,0.276,0.034,10,277,ham
0.006,0.097,0.47,0.007,0.033,0.114,0.129,0.022,0.009,3,239,ham
0.019,0.143,0.341,0.029,0.647,0.062,0.078,0.09,0.025,4,316,spam
0.08,0.129,0.259,0.06,0.2,0.009,0.005,0.061,0.041,8,240,ham
0.066,0.118,0.188,0.026,0.173,0.002,0.075,0.155,0.014,8,28,spam
0.005,0.172,0.173,0.003,0.157,0.04,0.093,0.013,0.123,3,769,ham
0.001,0.104,1.144,0.061,0.136,0.016,0.118,0.287,0.03,10,42,spam
0.443,0.051,0.065,0.035,0.224,0.237,0.039,0.023,0.108,3,86,ham
0.108,0.064,0.303,0.001,0.278,0.019,0.061,0.063,0.091,6,245,ham
0.045,0.126,0.174,0.047,0.188,0.05,0.072,0.305,0.228,0,30,spam
0.064,0.209,0.745,0.126,0.681,0.125,0.058,0.011,0.009,1,37,ham
0.031,0.032,0.352,0.006,0.115,0.169,0.052,0.216,0.024,10,418,spam
0.042,0.042,1.304,0.045,0.259,0.065,0.04,0.517,0.2,2,81,spam
0.105,0.267,0.178,0.065,0.107,0.02,0.033,0.192,0.173,2,219,spam
0.214,0.086,0.046,0.004,0.42,0.032,0.278,0.249,0.021,5,391,spam
0.02,0.02,0.14,0.001,0.032,0.054,0.021,0.314,0.011,4,724,spam
0.183,0.109,0.248,0.031,0.063,0.045,0.005,0.05,0.194,0,47,ham
0.013,0.468,0.298,0.078,0.485,0.043,0.072,0.174,0.02,7,26,spam
0.024,0.173,0.0,0.009,0.061,0.014,0.012,0.074,0.205,5,270,ham
0.004,0.137,0.141,0.091,0.295,0.245,0.038,0.057,0.325,10,42,spam
0.015,0.023,0.054,0.053,1.054,0.003,0.005,0.043,0.025,4,174,ham
0.249,0.209,0.416,0.02,0.222,0.058,0.048,0.176,0.184,3,152,spam
0.062,0.075,0.033,0.036,0.062,0.393,0.144,0.316,0.055,2,164,spam
0.008,0.22,0.22,0.168,0.116,0.108,0.064,0.417,0.155,0,210,spam
0.321,0.04,0.062,0.012,0.52,0.044,0.012,0.112,0.052,0,381,ham
0.211,0.006,0.088,0.035,0.13,0.016,0.177,0.093,0.007,1,63,spam
0.141,0.065,0.565,0.049,0.386,0.332,0.018,0.233,0.125,13,162,spam
0.271,0.031,0.055,0.007,0.451,0.001,0.029,0.303,0.016,11,82,spam
